Year,Date,RegionName,StateName,median_housing_price
2017,1/31/2017,"Lakeland, FL",FL,169967
2017,2/28/2017,"Lakeland, FL",FL,167800
2017,3/31/2017,"Lakeland, FL",FL,167333
2017,4/30/2017,"Lakeland, FL",FL,167667
2017,5/31/2017,"Lakeland, FL",FL,170500
2017,6/30/2017,"Lakeland, FL",FL,175333
2017,7/31/2017,"Lakeland, FL",FL,178333
2017,8/31/2017,"Lakeland, FL",FL,179667
2017,9/30/2017,"Lakeland, FL",FL,179267
2017,10/31/2017,"Lakeland, FL",FL,179600
2017,11/30/2017,"Lakeland, FL",FL,180600
2017,12/31/2017,"Lakeland, FL",FL,182000
2018,1/31/2018,"Lakeland, FL",FL,185300
2018,2/28/2018,"Lakeland, FL",FL,187184
2018,3/31/2018,"Lakeland, FL",FL,186851
2018,4/30/2018,"Lakeland, FL",FL,185401
2018,5/31/2018,"Lakeland, FL",FL,186517
2018,6/30/2018,"Lakeland, FL",FL,189517
2018,7/31/2018,"Lakeland, FL",FL,191000
2018,8/31/2018,"Lakeland, FL",FL,194667
2018,9/30/2018,"Lakeland, FL",FL,195448
2018,10/31/2018,"Lakeland, FL",FL,197948
2018,11/30/2018,"Lakeland, FL",FL,197615
2018,12/31/2018,"Lakeland, FL",FL,199500
2019,1/31/2019,"Lakeland, FL",FL,200333
2019,2/28/2019,"Lakeland, FL",FL,199166
2019,3/31/2019,"Lakeland, FL",FL,198496
2019,4/30/2019,"Lakeland, FL",FL,198826
2019,5/31/2019,"Lakeland, FL",FL,200990
2019,6/30/2019,"Lakeland, FL",FL,204327
2019,7/31/2019,"Lakeland, FL",FL,206501
2019,8/31/2019,"Lakeland, FL",FL,208557
2019,9/30/2019,"Lakeland, FL",FL,208722
2019,10/31/2019,"Lakeland, FL",FL,209632
2019,11/30/2019,"Lakeland, FL",FL,211080
2019,12/31/2019,"Lakeland, FL",FL,210915
2017,1/31/2017,"Fort Myers, FL",FL,217500
2017,2/28/2017,"Fort Myers, FL",FL,216767
2017,3/31/2017,"Fort Myers, FL",FL,218100
2017,4/30/2017,"Fort Myers, FL",FL,220867
2017,5/31/2017,"Fort Myers, FL",FL,224267
2017,6/30/2017,"Fort Myers, FL",FL,223267
2017,7/31/2017,"Fort Myers, FL",FL,221000
2017,8/31/2017,"Fort Myers, FL",FL,219667
2017,9/30/2017,"Fort Myers, FL",FL,220250
2017,10/31/2017,"Fort Myers, FL",FL,218583
2017,11/30/2017,"Fort Myers, FL",FL,217583
2017,12/31/2017,"Fort Myers, FL",FL,217833
2018,1/31/2018,"Fort Myers, FL",FL,220167
2018,2/28/2018,"Fort Myers, FL",FL,223667
2018,3/31/2018,"Fort Myers, FL",FL,226167
2018,4/30/2018,"Fort Myers, FL",FL,231583
2018,5/31/2018,"Fort Myers, FL",FL,232750
2018,6/30/2018,"Fort Myers, FL",FL,232750
2018,7/31/2018,"Fort Myers, FL",FL,231667
2018,8/31/2018,"Fort Myers, FL",FL,231684
2018,9/30/2018,"Fort Myers, FL",FL,230018
2018,10/31/2018,"Fort Myers, FL",FL,227468
2018,11/30/2018,"Fort Myers, FL",FL,227450
2018,12/31/2018,"Fort Myers, FL",FL,230600
2019,1/31/2019,"Fort Myers, FL",FL,233150
2019,2/28/2019,"Fort Myers, FL",FL,231817
2019,3/31/2019,"Fort Myers, FL",FL,229000
2019,4/30/2019,"Fort Myers, FL",FL,228667
2019,5/31/2019,"Fort Myers, FL",FL,232633
2019,6/30/2019,"Fort Myers, FL",FL,235633
2019,7/31/2019,"Fort Myers, FL",FL,234300
2019,8/31/2019,"Fort Myers, FL",FL,231667
2019,9/30/2019,"Fort Myers, FL",FL,230000
2019,10/31/2019,"Fort Myers, FL",FL,230662
2019,11/30/2019,"Fort Myers, FL",FL,231495
2019,12/31/2019,"Fort Myers, FL",FL,234495
2017,1/31/2017,"Jacksonville, FL",FL,210950
2017,2/28/2017,"Jacksonville, FL",FL,209451
2017,3/31/2017,"Jacksonville, FL",FL,208785
2017,4/30/2017,"Jacksonville, FL",FL,215094
2017,5/31/2017,"Jacksonville, FL",FL,221559
2017,6/30/2017,"Jacksonville, FL",FL,226493
2017,7/31/2017,"Jacksonville, FL",FL,231568
2017,8/31/2017,"Jacksonville, FL",FL,228768
2017,9/30/2017,"Jacksonville, FL",FL,227167
2017,10/31/2017,"Jacksonville, FL",FL,223167
2017,11/30/2017,"Jacksonville, FL",FL,224667
2017,12/31/2017,"Jacksonville, FL",FL,228000
2018,1/31/2018,"Jacksonville, FL",FL,228667
2018,2/28/2018,"Jacksonville, FL",FL,231667
2018,3/31/2018,"Jacksonville, FL",FL,232000
2018,4/30/2018,"Jacksonville, FL",FL,236167
2018,5/31/2018,"Jacksonville, FL",FL,238000
2018,6/30/2018,"Jacksonville, FL",FL,243300
2018,7/31/2018,"Jacksonville, FL",FL,246467
2018,8/31/2018,"Jacksonville, FL",FL,247633
2018,9/30/2018,"Jacksonville, FL",FL,243667
2018,10/31/2018,"Jacksonville, FL",FL,241967
2018,11/30/2018,"Jacksonville, FL",FL,243685
2018,12/31/2018,"Jacksonville, FL",FL,247018
2019,1/31/2019,"Jacksonville, FL",FL,243051
2019,2/28/2019,"Jacksonville, FL",FL,241900
2019,3/31/2019,"Jacksonville, FL",FL,241267
2019,4/30/2019,"Jacksonville, FL",FL,246267
2019,5/31/2019,"Jacksonville, FL",FL,247700
2019,6/30/2019,"Jacksonville, FL",FL,249333
2019,7/31/2019,"Jacksonville, FL",FL,254333
2019,8/31/2019,"Jacksonville, FL",FL,257000
2019,9/30/2019,"Jacksonville, FL",FL,256000
2019,10/31/2019,"Jacksonville, FL",FL,252667
2019,11/30/2019,"Jacksonville, FL",FL,249358
2019,12/31/2019,"Jacksonville, FL",FL,249658
2017,1/31/2017,"Daytona Beach, FL",FL,174550
2017,2/28/2017,"Daytona Beach, FL",FL,172917
2017,3/31/2017,"Daytona Beach, FL",FL,174583
2017,4/30/2017,"Daytona Beach, FL",FL,179167
2017,5/31/2017,"Daytona Beach, FL",FL,181992
2017,6/30/2017,"Daytona Beach, FL",FL,186158
2017,7/31/2017,"Daytona Beach, FL",FL,188658
2017,8/31/2017,"Daytona Beach, FL",FL,192165
2017,9/30/2017,"Daytona Beach, FL",FL,192665
2017,10/31/2017,"Daytona Beach, FL",FL,193398
2017,11/30/2017,"Daytona Beach, FL",FL,192700
2017,12/31/2017,"Daytona Beach, FL",FL,193700
2018,1/31/2018,"Daytona Beach, FL",FL,192930
2018,2/28/2018,"Daytona Beach, FL",FL,195297
2018,3/31/2018,"Daytona Beach, FL",FL,195960
2018,4/30/2018,"Daytona Beach, FL",FL,200963
2018,5/31/2018,"Daytona Beach, FL",FL,201963
2018,6/30/2018,"Daytona Beach, FL",FL,204300
2018,7/31/2018,"Daytona Beach, FL",FL,205333
2018,8/31/2018,"Daytona Beach, FL",FL,208000
2018,9/30/2018,"Daytona Beach, FL",FL,211000
2018,10/31/2018,"Daytona Beach, FL",FL,211000
2018,11/30/2018,"Daytona Beach, FL",FL,212667
2018,12/31/2018,"Daytona Beach, FL",FL,213333
2019,1/31/2019,"Daytona Beach, FL",FL,214212
2019,2/28/2019,"Daytona Beach, FL",FL,214212
2019,3/31/2019,"Daytona Beach, FL",FL,213545
2019,4/30/2019,"Daytona Beach, FL",FL,215000
2019,5/31/2019,"Daytona Beach, FL",FL,217667
2019,6/30/2019,"Daytona Beach, FL",FL,222667
2019,7/31/2019,"Daytona Beach, FL",FL,225998
2019,8/31/2019,"Daytona Beach, FL",FL,225249
2019,9/30/2019,"Daytona Beach, FL",FL,224583
2019,10/31/2019,"Daytona Beach, FL",FL,224584
2019,11/30/2019,"Daytona Beach, FL",FL,226833
2019,12/31/2019,"Daytona Beach, FL",FL,227167
2017,1/31/2017,"Miami-Fort Lauderdale, FL",FL,255000
2017,2/28/2017,"Miami-Fort Lauderdale, FL",FL,253333
2017,3/31/2017,"Miami-Fort Lauderdale, FL",FL,252367
2017,4/30/2017,"Miami-Fort Lauderdale, FL",FL,256367
2017,5/31/2017,"Miami-Fort Lauderdale, FL",FL,261333
2017,6/30/2017,"Miami-Fort Lauderdale, FL",FL,269533
2017,7/31/2017,"Miami-Fort Lauderdale, FL",FL,272867
2017,8/31/2017,"Miami-Fort Lauderdale, FL",FL,276233
2017,9/30/2017,"Miami-Fort Lauderdale, FL",FL,272333
2017,10/31/2017,"Miami-Fort Lauderdale, FL",FL,268333
2017,11/30/2017,"Miami-Fort Lauderdale, FL",FL,266667
2017,12/31/2017,"Miami-Fort Lauderdale, FL",FL,267663
2018,1/31/2018,"Miami-Fort Lauderdale, FL",FL,269330
2018,2/28/2018,"Miami-Fort Lauderdale, FL",FL,267663
2018,3/31/2018,"Miami-Fort Lauderdale, FL",FL,268833
2018,4/30/2018,"Miami-Fort Lauderdale, FL",FL,272167
2018,5/31/2018,"Miami-Fort Lauderdale, FL",FL,277167
2018,6/30/2018,"Miami-Fort Lauderdale, FL",FL,281667
2018,7/31/2018,"Miami-Fort Lauderdale, FL",FL,283997
2018,8/31/2018,"Miami-Fort Lauderdale, FL",FL,283997
2018,9/30/2018,"Miami-Fort Lauderdale, FL",FL,280663
2018,10/31/2018,"Miami-Fort Lauderdale, FL",FL,280000
2018,11/30/2018,"Miami-Fort Lauderdale, FL",FL,281070
2018,12/31/2018,"Miami-Fort Lauderdale, FL",FL,281503
2019,1/31/2019,"Miami-Fort Lauderdale, FL",FL,278170
2019,2/28/2019,"Miami-Fort Lauderdale, FL",FL,274600
2019,3/31/2019,"Miami-Fort Lauderdale, FL",FL,275800
2019,4/30/2019,"Miami-Fort Lauderdale, FL",FL,278967
2019,5/31/2019,"Miami-Fort Lauderdale, FL",FL,283133
2019,6/30/2019,"Miami-Fort Lauderdale, FL",FL,285581
2019,7/31/2019,"Miami-Fort Lauderdale, FL",FL,289747
2019,8/31/2019,"Miami-Fort Lauderdale, FL",FL,291414
2019,9/30/2019,"Miami-Fort Lauderdale, FL",FL,289667
2019,10/31/2019,"Miami-Fort Lauderdale, FL",FL,290667
2019,11/30/2019,"Miami-Fort Lauderdale, FL",FL,292333
2019,12/31/2019,"Miami-Fort Lauderdale, FL",FL,295000
2017,1/31/2017,"North Port-Sarasota-Bradenton, FL",FL,255000
2017,2/28/2017,"North Port-Sarasota-Bradenton, FL",FL,255000
2017,3/31/2017,"North Port-Sarasota-Bradenton, FL",FL,252500
2017,4/30/2017,"North Port-Sarasota-Bradenton, FL",FL,254833
2017,5/31/2017,"North Port-Sarasota-Bradenton, FL",FL,258167
2017,6/30/2017,"North Port-Sarasota-Bradenton, FL",FL,260667
2017,7/31/2017,"North Port-Sarasota-Bradenton, FL",FL,263333
2017,8/31/2017,"North Port-Sarasota-Bradenton, FL",FL,265528
2017,9/30/2017,"North Port-Sarasota-Bradenton, FL",FL,267191
2017,10/31/2017,"North Port-Sarasota-Bradenton, FL",FL,271410
2017,11/30/2017,"North Port-Sarasota-Bradenton, FL",FL,273413
2017,12/31/2017,"North Port-Sarasota-Bradenton, FL",FL,276749
2018,1/31/2018,"North Port-Sarasota-Bradenton, FL",FL,275864
2018,2/28/2018,"North Port-Sarasota-Bradenton, FL",FL,275000
2018,3/31/2018,"North Port-Sarasota-Bradenton, FL",FL,271333
2018,4/30/2018,"North Port-Sarasota-Bradenton, FL",FL,269333
2018,5/31/2018,"North Port-Sarasota-Bradenton, FL",FL,269333
2018,6/30/2018,"North Port-Sarasota-Bradenton, FL",FL,269915
2018,7/31/2018,"North Port-Sarasota-Bradenton, FL",FL,271915
2018,8/31/2018,"North Port-Sarasota-Bradenton, FL",FL,271915
2018,9/30/2018,"North Port-Sarasota-Bradenton, FL",FL,271167
2018,10/31/2018,"North Port-Sarasota-Bradenton, FL",FL,267833
2018,11/30/2018,"North Port-Sarasota-Bradenton, FL",FL,269500
2018,12/31/2018,"North Port-Sarasota-Bradenton, FL",FL,273825
2019,1/31/2019,"North Port-Sarasota-Bradenton, FL",FL,275492
2019,2/28/2019,"North Port-Sarasota-Bradenton, FL",FL,274825
2019,3/31/2019,"North Port-Sarasota-Bradenton, FL",FL,272667
2019,4/30/2019,"North Port-Sarasota-Bradenton, FL",FL,274333
2019,5/31/2019,"North Port-Sarasota-Bradenton, FL",FL,279967
2019,6/30/2019,"North Port-Sarasota-Bradenton, FL",FL,281967
2019,7/31/2019,"North Port-Sarasota-Bradenton, FL",FL,281967
2019,8/31/2019,"North Port-Sarasota-Bradenton, FL",FL,277000
2019,9/30/2019,"North Port-Sarasota-Bradenton, FL",FL,277333
2019,10/31/2019,"North Port-Sarasota-Bradenton, FL",FL,275633
2019,11/30/2019,"North Port-Sarasota-Bradenton, FL",FL,276967
2019,12/31/2019,"North Port-Sarasota-Bradenton, FL",FL,277967
2017,1/31/2017,"Atlanta, GA",GA,210833
2017,2/28/2017,"Atlanta, GA",GA,210833
2017,3/31/2017,"Atlanta, GA",GA,211667
2017,4/30/2017,"Atlanta, GA",GA,216967
2017,5/31/2017,"Atlanta, GA",GA,221967
2017,6/30/2017,"Atlanta, GA",GA,225583
2017,7/31/2017,"Atlanta, GA",GA,227617
2017,8/31/2017,"Atlanta, GA",GA,226617
2017,9/30/2017,"Atlanta, GA",GA,223037
2017,10/31/2017,"Atlanta, GA",GA,220703
2017,11/30/2017,"Atlanta, GA",GA,221037
2017,12/31/2017,"Atlanta, GA",GA,225533
2018,1/31/2018,"Atlanta, GA",GA,225867
2018,2/28/2018,"Atlanta, GA",GA,227498
2018,3/31/2018,"Atlanta, GA",GA,228632
2018,4/30/2018,"Atlanta, GA",GA,234965
2018,5/31/2018,"Atlanta, GA",GA,241300
2018,6/30/2018,"Atlanta, GA",GA,245633
2018,7/31/2018,"Atlanta, GA",GA,246633
2018,8/31/2018,"Atlanta, GA",GA,243667
2018,9/30/2018,"Atlanta, GA",GA,242129
2018,10/31/2018,"Atlanta, GA",GA,241268
2018,11/30/2018,"Atlanta, GA",GA,241934
2018,12/31/2018,"Atlanta, GA",GA,241803
2019,1/31/2019,"Atlanta, GA",GA,241630
2019,2/28/2019,"Atlanta, GA",GA,241630
2019,3/31/2019,"Atlanta, GA",GA,243267
2019,4/30/2019,"Atlanta, GA",GA,246967
2019,5/31/2019,"Atlanta, GA",GA,253633
2019,6/30/2019,"Atlanta, GA",GA,258667
2019,7/31/2019,"Atlanta, GA",GA,262333
2019,8/31/2019,"Atlanta, GA",GA,260667
2019,9/30/2019,"Atlanta, GA",GA,257333
2019,10/31/2019,"Atlanta, GA",GA,253790
2019,11/30/2019,"Atlanta, GA",GA,253907
2019,12/31/2019,"Atlanta, GA",GA,255573
2017,1/31/2017,"Augusta, GA",GA,150883
2017,2/28/2017,"Augusta, GA",GA,152517
2017,3/31/2017,"Augusta, GA",GA,153983
2017,4/30/2017,"Augusta, GA",GA,156950
2017,5/31/2017,"Augusta, GA",GA,158300
2017,6/30/2017,"Augusta, GA",GA,162317
2017,7/31/2017,"Augusta, GA",GA,166117
2017,8/31/2017,"Augusta, GA",GA,167133
2017,9/30/2017,"Augusta, GA",GA,164883
2017,10/31/2017,"Augusta, GA",GA,166878
2017,11/30/2017,"Augusta, GA",GA,166212
2017,12/31/2017,"Augusta, GA",GA,169128
2018,1/31/2018,"Augusta, GA",GA,165333
2018,2/28/2018,"Augusta, GA",GA,169333
2018,3/31/2018,"Augusta, GA",GA,164667
2018,4/30/2018,"Augusta, GA",GA,168500
2018,5/31/2018,"Augusta, GA",GA,168667
2018,6/30/2018,"Augusta, GA",GA,177983
2018,7/31/2018,"Augusta, GA",GA,181817
2018,8/31/2018,"Augusta, GA",GA,183337
2018,9/30/2018,"Augusta, GA",GA,180653
2018,10/31/2018,"Augusta, GA",GA,178620
2018,11/30/2018,"Augusta, GA",GA,179567
2018,12/31/2018,"Augusta, GA",GA,179900
2019,1/31/2019,"Augusta, GA",GA,178933
2019,2/28/2019,"Augusta, GA",GA,177133
2019,3/31/2019,"Augusta, GA",GA,178400
2019,4/30/2019,"Augusta, GA",GA,179067
2019,5/31/2019,"Augusta, GA",GA,181050
2019,6/30/2019,"Augusta, GA",GA,186150
2019,7/31/2019,"Augusta, GA",GA,189483
2019,8/31/2019,"Augusta, GA",GA,193917
2019,9/30/2019,"Augusta, GA",GA,186400
2019,10/31/2019,"Augusta, GA",GA,184067
2019,11/30/2019,"Augusta, GA",GA,181217
2019,12/31/2019,"Augusta, GA",GA,185367
2017,1/31/2017,"Urban Honolulu, HI",HI,568833
2017,2/28/2017,"Urban Honolulu, HI",HI,562833
2017,3/31/2017,"Urban Honolulu, HI",HI,554100
2017,4/30/2017,"Urban Honolulu, HI",HI,545767
2017,5/31/2017,"Urban Honolulu, HI",HI,544267
2017,6/30/2017,"Urban Honolulu, HI",HI,564167
2017,7/31/2017,"Urban Honolulu, HI",HI,578168
2017,8/31/2017,"Urban Honolulu, HI",HI,584834
2017,9/30/2017,"Urban Honolulu, HI",HI,590668
2017,10/31/2017,"Urban Honolulu, HI",HI,603333
2017,11/30/2017,"Urban Honolulu, HI",HI,616667
2017,12/31/2017,"Urban Honolulu, HI",HI,611994
2018,1/31/2018,"Urban Honolulu, HI",HI,591328
2018,2/28/2018,"Urban Honolulu, HI",HI,574661
2018,3/31/2018,"Urban Honolulu, HI",HI,560000
2018,4/30/2018,"Urban Honolulu, HI",HI,554000
2018,5/31/2018,"Urban Honolulu, HI",HI,562333
2018,6/30/2018,"Urban Honolulu, HI",HI,568333
2018,7/31/2018,"Urban Honolulu, HI",HI,581000
2018,8/31/2018,"Urban Honolulu, HI",HI,579333
2018,9/30/2018,"Urban Honolulu, HI",HI,582667
2018,10/31/2018,"Urban Honolulu, HI",HI,583800
2018,11/30/2018,"Urban Honolulu, HI",HI,585538
2018,12/31/2018,"Urban Honolulu, HI",HI,575205
2019,1/31/2019,"Urban Honolulu, HI",HI,578077
2019,2/28/2019,"Urban Honolulu, HI",HI,571339
2019,3/31/2019,"Urban Honolulu, HI",HI,588005
2019,4/30/2019,"Urban Honolulu, HI",HI,582667
2019,5/31/2019,"Urban Honolulu, HI",HI,584727
2019,6/30/2019,"Urban Honolulu, HI",HI,588393
2019,7/31/2019,"Urban Honolulu, HI",HI,604227
2019,8/31/2019,"Urban Honolulu, HI",HI,610500
2019,9/30/2019,"Urban Honolulu, HI",HI,607167
2019,10/31/2019,"Urban Honolulu, HI",HI,593333
2019,11/30/2019,"Urban Honolulu, HI",HI,585833
2019,12/31/2019,"Urban Honolulu, HI",HI,584167
2017,1/31/2017,"Des Moines, IA",IA,181083
2017,2/28/2017,"Des Moines, IA",IA,179381
2017,3/31/2017,"Des Moines, IA",IA,177898
2017,4/30/2017,"Des Moines, IA",IA,178864
2017,5/31/2017,"Des Moines, IA",IA,185400
2017,6/30/2017,"Des Moines, IA",IA,193467
2017,7/31/2017,"Des Moines, IA",IA,196833
2017,8/31/2017,"Des Moines, IA",IA,197417
2017,9/30/2017,"Des Moines, IA",IA,194083
2017,10/31/2017,"Des Moines, IA",IA,196750
2017,11/30/2017,"Des Moines, IA",IA,195083
2017,12/31/2017,"Des Moines, IA",IA,196750
2018,1/31/2018,"Des Moines, IA",IA,192417
2018,2/28/2018,"Des Moines, IA",IA,195000
2018,3/31/2018,"Des Moines, IA",IA,194833
2018,4/30/2018,"Des Moines, IA",IA,198167
2018,5/31/2018,"Des Moines, IA",IA,199833
2018,6/30/2018,"Des Moines, IA",IA,206667
2018,7/31/2018,"Des Moines, IA",IA,210000
2018,8/31/2018,"Des Moines, IA",IA,210667
2018,9/30/2018,"Des Moines, IA",IA,208083
2018,10/31/2018,"Des Moines, IA",IA,204750
2018,11/30/2018,"Des Moines, IA",IA,204083
2018,12/31/2018,"Des Moines, IA",IA,199667
2019,1/31/2019,"Des Moines, IA",IA,198833
2019,2/28/2019,"Des Moines, IA",IA,194500
2019,3/31/2019,"Des Moines, IA",IA,201500
2019,4/30/2019,"Des Moines, IA",IA,207333
2019,5/31/2019,"Des Moines, IA",IA,213333
2019,6/30/2019,"Des Moines, IA",IA,217333
2019,7/31/2019,"Des Moines, IA",IA,218333
2019,8/31/2019,"Des Moines, IA",IA,223208
2019,9/30/2019,"Des Moines, IA",IA,219708
2019,10/31/2019,"Des Moines, IA",IA,217875
2019,11/30/2019,"Des Moines, IA",IA,215333
2019,12/31/2019,"Des Moines, IA",IA,217291
2017,1/31/2017,"Boise City, ID",ID,220287
2017,2/28/2017,"Boise City, ID",ID,222524
2017,3/31/2017,"Boise City, ID",ID,223278
2017,4/30/2017,"Boise City, ID",ID,225912
2017,5/31/2017,"Boise City, ID",ID,227332
2017,6/30/2017,"Boise City, ID",ID,231633
2017,7/31/2017,"Boise City, ID",ID,236788
2017,8/31/2017,"Boise City, ID",ID,241788
2017,9/30/2017,"Boise City, ID",ID,241851
2017,10/31/2017,"Boise City, ID",ID,242530
2017,11/30/2017,"Boise City, ID",ID,239560
2017,12/31/2017,"Boise City, ID",ID,242847
2018,1/31/2018,"Boise City, ID",ID,246549
2018,2/28/2018,"Boise City, ID",ID,252277
2018,3/31/2018,"Boise City, ID",ID,258927
2018,4/30/2018,"Boise City, ID",ID,261058
2018,5/31/2018,"Boise City, ID",ID,265967
2018,6/30/2018,"Boise City, ID",ID,270967
2018,7/31/2018,"Boise City, ID",ID,278717
2018,8/31/2018,"Boise City, ID",ID,283717
2018,9/30/2018,"Boise City, ID",ID,281750
2018,10/31/2018,"Boise City, ID",ID,280423
2018,11/30/2018,"Boise City, ID",ID,279390
2018,12/31/2018,"Boise City, ID",ID,278290
2019,1/31/2019,"Boise City, ID",ID,277367
2019,2/28/2019,"Boise City, ID",ID,279033
2019,3/31/2019,"Boise City, ID",ID,281433
2019,4/30/2019,"Boise City, ID",ID,288600
2019,5/31/2019,"Boise City, ID",ID,293967
2019,6/30/2019,"Boise City, ID",ID,302150
2019,7/31/2019,"Boise City, ID",ID,304195
2019,8/31/2019,"Boise City, ID",ID,305528
2019,9/30/2019,"Boise City, ID",ID,304390
2019,10/31/2019,"Boise City, ID",ID,303842
2019,11/30/2019,"Boise City, ID",ID,306675
2019,12/31/2019,"Boise City, ID",ID,306330
2017,1/31/2017,"Chicago, IL",IL,207833
2017,2/28/2017,"Chicago, IL",IL,206833
2017,3/31/2017,"Chicago, IL",IL,211500
2017,4/30/2017,"Chicago, IL",IL,220833
2017,5/31/2017,"Chicago, IL",IL,231667
2017,6/30/2017,"Chicago, IL",IL,239000
2017,7/31/2017,"Chicago, IL",IL,240667
2017,8/31/2017,"Chicago, IL",IL,238333
2017,9/30/2017,"Chicago, IL",IL,231000
2017,10/31/2017,"Chicago, IL",IL,224000
2017,11/30/2017,"Chicago, IL",IL,219667
2017,12/31/2017,"Chicago, IL",IL,218667
2018,1/31/2018,"Chicago, IL",IL,217615
2018,2/28/2018,"Chicago, IL",IL,217948
2018,3/31/2018,"Chicago, IL",IL,221282
2018,4/30/2018,"Chicago, IL",IL,229300
2018,5/31/2018,"Chicago, IL",IL,236633
2018,6/30/2018,"Chicago, IL",IL,243300
2018,7/31/2018,"Chicago, IL",IL,244667
2018,8/31/2018,"Chicago, IL",IL,242833
2018,9/30/2018,"Chicago, IL",IL,235833
2018,10/31/2018,"Chicago, IL",IL,228833
2018,11/30/2018,"Chicago, IL",IL,225667
2018,12/31/2018,"Chicago, IL",IL,222667
2019,1/31/2019,"Chicago, IL",IL,220417
2019,2/28/2019,"Chicago, IL",IL,219750
2019,3/31/2019,"Chicago, IL",IL,224333
2019,4/30/2019,"Chicago, IL",IL,232583
2019,5/31/2019,"Chicago, IL",IL,240583
2019,6/30/2019,"Chicago, IL",IL,246000
2019,7/31/2019,"Chicago, IL",IL,249000
2019,8/31/2019,"Chicago, IL",IL,247500
2019,9/30/2019,"Chicago, IL",IL,242500
2019,10/31/2019,"Chicago, IL",IL,236833
2019,11/30/2019,"Chicago, IL",IL,234000
2019,12/31/2019,"Chicago, IL",IL,232333
2017,1/31/2017,"Indianapolis, IN",IN,154167
2017,2/28/2017,"Indianapolis, IN",IN,153500
2017,3/31/2017,"Indianapolis, IN",IN,155113
2017,4/30/2017,"Indianapolis, IN",IN,160280
2017,5/31/2017,"Indianapolis, IN",IN,165947
2017,6/30/2017,"Indianapolis, IN",IN,170167
2017,7/31/2017,"Indianapolis, IN",IN,173333
2017,8/31/2017,"Indianapolis, IN",IN,172633
2017,9/30/2017,"Indianapolis, IN",IN,169967
2017,10/31/2017,"Indianapolis, IN",IN,169133
2017,11/30/2017,"Indianapolis, IN",IN,168833
2017,12/31/2017,"Indianapolis, IN",IN,169333
2018,1/31/2018,"Indianapolis, IN",IN,166000
2018,2/28/2018,"Indianapolis, IN",IN,165150
2018,3/31/2018,"Indianapolis, IN",IN,167150
2018,4/30/2018,"Indianapolis, IN",IN,173483
2018,5/31/2018,"Indianapolis, IN",IN,179667
2018,6/30/2018,"Indianapolis, IN",IN,186333
2018,7/31/2018,"Indianapolis, IN",IN,188333
2018,8/31/2018,"Indianapolis, IN",IN,186633
2018,9/30/2018,"Indianapolis, IN",IN,181600
2018,10/31/2018,"Indianapolis, IN",IN,178267
2018,11/30/2018,"Indianapolis, IN",IN,178300
2018,12/31/2018,"Indianapolis, IN",IN,178833
2019,1/31/2019,"Indianapolis, IN",IN,177167
2019,2/28/2019,"Indianapolis, IN",IN,175133
2019,3/31/2019,"Indianapolis, IN",IN,175467
2019,4/30/2019,"Indianapolis, IN",IN,182100
2019,5/31/2019,"Indianapolis, IN",IN,188800
2019,6/30/2019,"Indianapolis, IN",IN,195467
2019,7/31/2019,"Indianapolis, IN",IN,199167
2019,8/31/2019,"Indianapolis, IN",IN,201833
2019,9/30/2019,"Indianapolis, IN",IN,197667
2019,10/31/2019,"Indianapolis, IN",IN,195917
2019,11/30/2019,"Indianapolis, IN",IN,192000
2019,12/31/2019,"Indianapolis, IN",IN,193750
2017,1/31/2017,"Wichita, KS",KS,141000
2017,2/28/2017,"Wichita, KS",KS,140667
2017,3/31/2017,"Wichita, KS",KS,133846
2017,4/30/2017,"Wichita, KS",KS,133179
2017,5/31/2017,"Wichita, KS",KS,137012
2017,6/30/2017,"Wichita, KS",KS,145167
2017,7/31/2017,"Wichita, KS",KS,149333
2017,8/31/2017,"Wichita, KS",KS,149898
2017,9/30/2017,"Wichita, KS",KS,148565
2017,10/31/2017,"Wichita, KS",KS,146648
2017,11/30/2017,"Wichita, KS",KS,142050
2017,12/31/2017,"Wichita, KS",KS,139867
2018,1/31/2018,"Wichita, KS",KS,138617
2018,2/28/2018,"Wichita, KS",KS,138983
2018,3/31/2018,"Wichita, KS",KS,137500
2018,4/30/2018,"Wichita, KS",KS,139167
2018,5/31/2018,"Wichita, KS",KS,143333
2018,6/30/2018,"Wichita, KS",KS,150083
2018,7/31/2018,"Wichita, KS",KS,150417
2018,8/31/2018,"Wichita, KS",KS,151417
2018,9/30/2018,"Wichita, KS",KS,149633
2018,10/31/2018,"Wichita, KS",KS,150933
2018,11/30/2018,"Wichita, KS",KS,148350
2018,12/31/2018,"Wichita, KS",KS,146717
2019,1/31/2019,"Wichita, KS",KS,146083
2019,2/28/2019,"Wichita, KS",KS,146833
2019,3/31/2019,"Wichita, KS",KS,148500
2019,4/30/2019,"Wichita, KS",KS,149150
2019,5/31/2019,"Wichita, KS",KS,153983
2019,6/30/2019,"Wichita, KS",KS,158983
2019,7/31/2019,"Wichita, KS",KS,166000
2019,8/31/2019,"Wichita, KS",KS,163000
2019,9/30/2019,"Wichita, KS",KS,157967
2019,10/31/2019,"Wichita, KS",KS,151717
2019,11/30/2019,"Wichita, KS",KS,154050
2019,12/31/2019,"Wichita, KS",KS,155000
2017,1/31/2017,"Louisville-Jefferson County, KY",KY,162600
2017,2/28/2017,"Louisville-Jefferson County, KY",KY,159267
