Year,Date,RegionName,StateName,median_housing_price,median_income
2017,1/31/2017,United States,,225033,
2017,2/28/2017,United States,,223906,
2017,3/31/2017,United States,,223406,
2017,4/30/2017,United States,,226500,
2017,5/31/2017,United States,,230833,
2017,6/30/2017,United States,,237000,
2017,7/31/2017,United States,,240000,
2017,8/31/2017,United States,,241667,
2017,9/30/2017,United States,,239043,
2017,10/31/2017,United States,,237377,
2017,11/30/2017,United States,,236377,
2017,12/31/2017,United States,,237333,
2018,1/31/2018,United States,,237333,
2018,2/28/2018,United States,,237667,
2018,3/31/2018,United States,,238667,
2018,4/30/2018,United States,,242000,
2018,5/31/2018,United States,,245667,
2018,6/30/2018,United States,,249667,
2018,7/31/2018,United States,,251333,
2018,8/31/2018,United States,,251552,
2018,9/30/2018,United States,,248218,
2018,10/31/2018,United States,,245885,
2018,11/30/2018,United States,,244433,
2018,12/31/2018,United States,,245333,
2019,1/31/2019,United States,,245333,
2019,2/28/2019,United States,,244400,
2019,3/31/2019,United States,,245163,
2019,4/30/2019,United States,,248497,
2019,5/31/2019,United States,,254330,
2019,6/30/2019,United States,,259333,
2019,7/31/2019,United States,,262500,
2019,8/31/2019,United States,,262500,
2019,9/30/2019,United States,,259833,
2019,10/31/2019,United States,,258000,
2019,11/30/2019,United States,,257667,
2019,12/31/2019,United States,,259000,
2017,1/31/2017,"Birmingham, AL",AL,177033,48123
2017,2/28/2017,"Birmingham, AL",AL,173033,48123
2017,3/31/2017,"Birmingham, AL",AL,173317,48123
2017,4/30/2017,"Birmingham, AL",AL,178317,48123
2017,5/31/2017,"Birmingham, AL",AL,188317,48123
2017,6/30/2017,"Birmingham, AL",AL,194667,48123
2017,7/31/2017,"Birmingham, AL",AL,193900,48123
2017,8/31/2017,"Birmingham, AL",AL,190233,48123
2017,9/30/2017,"Birmingham, AL",AL,187317,48123
2017,10/31/2017,"Birmingham, AL",AL,185583,48123
2017,11/30/2017,"Birmingham, AL",AL,184333,48123
2017,12/31/2017,"Birmingham, AL",AL,184217,48123
2018,1/31/2018,"Birmingham, AL",AL,181683,49861
2018,2/28/2018,"Birmingham, AL",AL,180567,49861
2018,3/31/2018,"Birmingham, AL",AL,182233,49861
2018,4/30/2018,"Birmingham, AL",AL,187487,49861
2018,5/31/2018,"Birmingham, AL",AL,196853,49861
2018,6/30/2018,"Birmingham, AL",AL,203553,49861
2018,7/31/2018,"Birmingham, AL",AL,206667,49861
2018,8/31/2018,"Birmingham, AL",AL,201633,49861
2018,9/30/2018,"Birmingham, AL",AL,197633,49861
2018,10/31/2018,"Birmingham, AL",AL,195300,49861
2018,11/30/2018,"Birmingham, AL",AL,195500,49861
2018,12/31/2018,"Birmingham, AL",AL,195400,49861
2019,1/31/2019,"Birmingham, AL",AL,193092,51734
2019,2/28/2019,"Birmingham, AL",AL,191925,51734
2019,3/31/2019,"Birmingham, AL",AL,192692,51734
2019,4/30/2019,"Birmingham, AL",AL,200254,51734
2019,5/31/2019,"Birmingham, AL",AL,209421,51734
2019,6/30/2019,"Birmingham, AL",AL,215054,51734
2019,7/31/2019,"Birmingham, AL",AL,213522,51734
2019,8/31/2019,"Birmingham, AL",AL,211022,51734
2019,9/30/2019,"Birmingham, AL",AL,205355,51734
2019,10/31/2019,"Birmingham, AL",AL,205267,51734
2019,11/30/2019,"Birmingham, AL",AL,203600,51734
2019,12/31/2019,"Birmingham, AL",AL,205519,51734
2017,1/31/2017,"Little Rock, AR",AR,162225,45869
2017,2/28/2017,"Little Rock, AR",AR,167242,45869
2017,3/31/2017,"Little Rock, AR",AR,165633,45869
2017,4/30/2017,"Little Rock, AR",AR,167300,45869
2017,5/31/2017,"Little Rock, AR",AR,163967,45869
2017,6/30/2017,"Little Rock, AR",AR,169967,45869
2017,7/31/2017,"Little Rock, AR",AR,168112,45869
2017,8/31/2017,"Little Rock, AR",AR,167779,45869
2017,9/30/2017,"Little Rock, AR",AR,160812,45869
2017,10/31/2017,"Little Rock, AR",AR,159333,45869
2017,11/30/2017,"Little Rock, AR",AR,158000,45869
2017,12/31/2017,"Little Rock, AR",AR,157333,45869
2018,1/31/2018,"Little Rock, AR",AR,157000,47062
2018,2/28/2018,"Little Rock, AR",AR,156167,47062
2018,3/31/2018,"Little Rock, AR",AR,156333,47062
2018,4/30/2018,"Little Rock, AR",AR,159458,47062
2018,5/31/2018,"Little Rock, AR",AR,162625,47062
2018,6/30/2018,"Little Rock, AR",AR,167458,47062
2018,7/31/2018,"Little Rock, AR",AR,169333,47062
2018,8/31/2018,"Little Rock, AR",AR,166900,47062
2018,9/30/2018,"Little Rock, AR",AR,163417,47062
2018,10/31/2018,"Little Rock, AR",AR,160667,47062
2018,11/30/2018,"Little Rock, AR",AR,162767,47062
2018,12/31/2018,"Little Rock, AR",AR,163917,47062
2019,1/31/2019,"Little Rock, AR",AR,164618,48952
2019,2/28/2019,"Little Rock, AR",AR,162593,48952
2019,3/31/2019,"Little Rock, AR",AR,161759,48952
2019,4/30/2019,"Little Rock, AR",AR,162408,48952
2019,5/31/2019,"Little Rock, AR",AR,166583,48952
2019,6/30/2019,"Little Rock, AR",AR,170083,48952
2019,7/31/2019,"Little Rock, AR",AR,172133,48952
2019,8/31/2019,"Little Rock, AR",AR,171983,48952
2019,9/30/2019,"Little Rock, AR",AR,169517,48952
2019,10/31/2019,"Little Rock, AR",AR,167200,48952
2019,11/30/2019,"Little Rock, AR",AR,168200,48952
2019,12/31/2019,"Little Rock, AR",AR,167967,48952
2017,1/31/2017,"Tucson, AZ",AZ,186167,56581
2017,2/28/2017,"Tucson, AZ",AZ,188150,56581
2017,3/31/2017,"Tucson, AZ",AZ,191150,56581
2017,4/30/2017,"Tucson, AZ",AZ,194483,56581
2017,5/31/2017,"Tucson, AZ",AZ,196415,56581
2017,6/30/2017,"Tucson, AZ",AZ,200082,56581
2017,7/31/2017,"Tucson, AZ",AZ,201749,56581
2017,8/31/2017,"Tucson, AZ",AZ,200000,56581
2017,9/30/2017,"Tucson, AZ",AZ,201333,56581
2017,10/31/2017,"Tucson, AZ",AZ,202333,56581
2017,11/30/2017,"Tucson, AZ",AZ,206000,56581
2017,12/31/2017,"Tucson, AZ",AZ,206000,56581
2017,1/31/2017,"Phoenix, AZ",AZ,242751,56581
2017,2/28/2017,"Phoenix, AZ",AZ,242825,56581
2017,3/31/2017,"Phoenix, AZ",AZ,242825,56581
2017,4/30/2017,"Phoenix, AZ",AZ,244958,56581
2017,5/31/2017,"Phoenix, AZ",AZ,246963,56581
2017,6/30/2017,"Phoenix, AZ",AZ,250630,56581
2017,7/31/2017,"Phoenix, AZ",AZ,253297,56581
2017,8/31/2017,"Phoenix, AZ",AZ,254633,56581
2017,9/30/2017,"Phoenix, AZ",AZ,254300,56581
2017,10/31/2017,"Phoenix, AZ",AZ,255767,56581
2017,11/30/2017,"Phoenix, AZ",AZ,257100,56581
2017,12/31/2017,"Phoenix, AZ",AZ,258733,56581
2018,1/31/2018,"Tucson, AZ",AZ,203667,59246
2018,2/28/2018,"Tucson, AZ",AZ,201667,59246
2018,3/31/2018,"Tucson, AZ",AZ,200050,59246
2018,4/30/2018,"Tucson, AZ",AZ,204683,59246
2018,5/31/2018,"Tucson, AZ",AZ,208017,59246
2018,6/30/2018,"Tucson, AZ",AZ,208800,59246
2018,7/31/2018,"Tucson, AZ",AZ,208833,59246
2018,8/31/2018,"Tucson, AZ",AZ,210167,59246
2018,9/30/2018,"Tucson, AZ",AZ,212000,59246
2018,10/31/2018,"Tucson, AZ",AZ,212750,59246
2018,11/30/2018,"Tucson, AZ",AZ,215400,59246
2018,12/31/2018,"Tucson, AZ",AZ,215150,59246
2018,1/31/2018,"Phoenix, AZ",AZ,258654,59246
2018,2/28/2018,"Phoenix, AZ",AZ,260987,59246
2018,3/31/2018,"Phoenix, AZ",AZ,262687,59246
2018,4/30/2018,"Phoenix, AZ",AZ,264333,59246
2018,5/31/2018,"Phoenix, AZ",AZ,266667,59246
2018,6/30/2018,"Phoenix, AZ",AZ,270000,59246
2018,7/31/2018,"Phoenix, AZ",AZ,274283,59246
2018,8/31/2018,"Phoenix, AZ",AZ,274556,59246
2018,9/30/2018,"Phoenix, AZ",AZ,274556,59246
2018,10/31/2018,"Phoenix, AZ",AZ,274606,59246
2018,11/30/2018,"Phoenix, AZ",AZ,275632,59246
2018,12/31/2018,"Phoenix, AZ",AZ,277263,59246
2019,1/31/2019,"Tucson, AZ",AZ,216217,62055
2019,2/28/2019,"Tucson, AZ",AZ,212900,62055
2019,3/31/2019,"Tucson, AZ",AZ,214150,62055
2019,4/30/2019,"Tucson, AZ",AZ,214000,62055
2019,5/31/2019,"Tucson, AZ",AZ,219333,62055
2019,6/30/2019,"Tucson, AZ",AZ,222667,62055
2019,7/31/2019,"Tucson, AZ",AZ,226000,62055
2019,8/31/2019,"Tucson, AZ",AZ,223667,62055
2019,9/30/2019,"Tucson, AZ",AZ,223667,62055
2019,10/31/2019,"Tucson, AZ",AZ,224533,62055
2019,11/30/2019,"Tucson, AZ",AZ,223867,62055
2019,12/31/2019,"Tucson, AZ",AZ,226200,62055
2019,1/31/2019,"Phoenix, AZ",AZ,277263,62055
2019,2/28/2019,"Phoenix, AZ",AZ,276655,62055
2019,3/31/2019,"Phoenix, AZ",AZ,276023,62055
2019,4/30/2019,"Phoenix, AZ",AZ,278357,62055
2019,5/31/2019,"Phoenix, AZ",AZ,283333,62055
2019,6/30/2019,"Phoenix, AZ",AZ,287000,62055
2019,7/31/2019,"Phoenix, AZ",AZ,289333,62055
2019,8/31/2019,"Phoenix, AZ",AZ,290167,62055
2019,9/30/2019,"Phoenix, AZ",AZ,291800,62055
2019,10/31/2019,"Phoenix, AZ",AZ,294800,62055
2019,11/30/2019,"Phoenix, AZ",AZ,295765,62055
2019,12/31/2019,"Phoenix, AZ",AZ,297798,62055
2017,1/31/2017,"Fresno, CA",CA,243833,71805
2017,2/28/2017,"Fresno, CA",CA,240333,71805
2017,3/31/2017,"Fresno, CA",CA,242000,71805
2017,4/30/2017,"Fresno, CA",CA,244000,71805
2017,5/31/2017,"Fresno, CA",CA,249151,71805
2017,6/30/2017,"Fresno, CA",CA,252818,71805
2017,7/31/2017,"Fresno, CA",CA,259485,71805
2017,8/31/2017,"Fresno, CA",CA,263667,71805
2017,9/30/2017,"Fresno, CA",CA,266667,71805
2017,10/31/2017,"Fresno, CA",CA,265583,71805
2017,11/30/2017,"Fresno, CA",CA,267250,71805
2017,12/31/2017,"Fresno, CA",CA,267917,71805
2017,1/31/2017,"Ventura, CA",CA,537667,71805
2017,2/28/2017,"Ventura, CA",CA,539333,71805
2017,3/31/2017,"Ventura, CA",CA,544167,71805
2017,4/30/2017,"Ventura, CA",CA,558500,71805
2017,5/31/2017,"Ventura, CA",CA,566833,71805
2017,6/30/2017,"Ventura, CA",CA,573750,71805
2017,7/31/2017,"Ventura, CA",CA,571083,71805
2017,8/31/2017,"Ventura, CA",CA,572750,71805
2017,9/30/2017,"Ventura, CA",CA,570000,71805
2017,10/31/2017,"Ventura, CA",CA,570000,71805
2017,11/30/2017,"Ventura, CA",CA,579000,71805
2017,12/31/2017,"Ventura, CA",CA,583250,71805
2017,1/31/2017,"San Jose, CA",CA,824300,71805
2017,2/28/2017,"San Jose, CA",CA,824967,71805
2017,3/31/2017,"San Jose, CA",CA,854633,71805
2017,4/30/2017,"San Jose, CA",CA,894333,71805
2017,5/31/2017,"San Jose, CA",CA,928667,71805
2017,6/30/2017,"San Jose, CA",CA,942000,71805
2017,7/31/2017,"San Jose, CA",CA,946333,71805
2017,8/31/2017,"San Jose, CA",CA,942000,71805
2017,9/30/2017,"San Jose, CA",CA,945333,71805
2017,10/31/2017,"San Jose, CA",CA,955000,71805
2017,11/30/2017,"San Jose, CA",CA,973667,71805
2017,12/31/2017,"San Jose, CA",CA,980333,71805
2017,1/31/2017,"Stockton, CA",CA,329000,71805
2017,2/28/2017,"Stockton, CA",CA,332333,71805
2017,3/31/2017,"Stockton, CA",CA,335667,71805
2017,4/30/2017,"Stockton, CA",CA,343667,71805
2017,5/31/2017,"Stockton, CA",CA,347000,71805
2017,6/30/2017,"Stockton, CA",CA,348000,71805
2017,7/31/2017,"Stockton, CA",CA,351583,71805
2017,8/31/2017,"Stockton, CA",CA,358250,71805
2017,9/30/2017,"Stockton, CA",CA,363583,71805
2017,10/31/2017,"Stockton, CA",CA,362333,71805
2017,11/30/2017,"Stockton, CA",CA,365667,71805
2017,12/31/2017,"Stockton, CA",CA,367833,71805
2017,1/31/2017,"Riverside, CA",CA,326667,71805
2017,2/28/2017,"Riverside, CA",CA,328333,71805
2017,3/31/2017,"Riverside, CA",CA,329667,71805
2017,4/30/2017,"Riverside, CA",CA,337000,71805
2017,5/31/2017,"Riverside, CA",CA,340500,71805
2017,6/30/2017,"Riverside, CA",CA,344167,71805
2017,7/31/2017,"Riverside, CA",CA,346833,71805
2017,8/31/2017,"Riverside, CA",CA,349667,71805
2017,9/30/2017,"Riverside, CA",CA,349000,71805
2017,10/31/2017,"Riverside, CA",CA,347583,71805
2017,11/30/2017,"Riverside, CA",CA,347917,71805
2017,12/31/2017,"Riverside, CA",CA,350250,71805
2017,1/31/2017,"San Diego, CA",CA,507333,71805
2017,2/28/2017,"San Diego, CA",CA,507333,71805
2017,3/31/2017,"San Diego, CA",CA,514000,71805
2017,4/30/2017,"San Diego, CA",CA,521667,71805
2017,5/31/2017,"San Diego, CA",CA,535000,71805
2017,6/30/2017,"San Diego, CA",CA,543333,71805
2017,7/31/2017,"San Diego, CA",CA,550000,71805
2017,8/31/2017,"San Diego, CA",CA,551667,71805
2017,9/30/2017,"San Diego, CA",CA,548167,71805
2017,10/31/2017,"San Diego, CA",CA,545667,71805
2017,11/30/2017,"San Diego, CA",CA,545667,71805
2017,12/31/2017,"San Diego, CA",CA,550000,71805
2017,1/31/2017,"Sacramento, CA",CA,356083,71805
2017,2/28/2017,"Sacramento, CA",CA,354917,71805
2017,3/31/2017,"Sacramento, CA",CA,358250,71805
2017,4/30/2017,"Sacramento, CA",CA,365167,71805
2017,5/31/2017,"Sacramento, CA",CA,375667,71805
2017,6/30/2017,"Sacramento, CA",CA,382333,71805
2017,7/31/2017,"Sacramento, CA",CA,388667,71805
2017,8/31/2017,"Sacramento, CA",CA,388667,71805
2017,9/30/2017,"Sacramento, CA",CA,388667,71805
2017,10/31/2017,"Sacramento, CA",CA,390667,71805
2017,11/30/2017,"Sacramento, CA",CA,392500,71805
2017,12/31/2017,"Sacramento, CA",CA,393333,71805
2017,1/31/2017,"Bakersfield, CA",CA,215750,71805
2017,2/28/2017,"Bakersfield, CA",CA,212000,71805
2017,3/31/2017,"Bakersfield, CA",CA,210333,71805
2017,4/30/2017,"Bakersfield, CA",CA,217833,71805
2017,5/31/2017,"Bakersfield, CA",CA,219500,71805
2017,6/30/2017,"Bakersfield, CA",CA,222833,71805
2017,7/31/2017,"Bakersfield, CA",CA,223667,71805
2017,8/31/2017,"Bakersfield, CA",CA,227333,71805
2017,9/30/2017,"Bakersfield, CA",CA,229250,71805
2017,10/31/2017,"Bakersfield, CA",CA,227417,71805
2017,11/30/2017,"Bakersfield, CA",CA,228417,71805
2017,12/31/2017,"Bakersfield, CA",CA,228917,71805
2017,1/31/2017,"San Francisco, CA",CA,673667,71805
2017,2/28/2017,"San Francisco, CA",CA,669667,71805
2017,3/31/2017,"San Francisco, CA",CA,687250,71805
2017,4/30/2017,"San Francisco, CA",CA,733917,71805
2017,5/31/2017,"San Francisco, CA",CA,760583,71805
2017,6/30/2017,"San Francisco, CA",CA,774667,71805
2017,7/31/2017,"San Francisco, CA",CA,768000,71805
2017,8/31/2017,"San Francisco, CA",CA,761667,71805
2017,9/30/2017,"San Francisco, CA",CA,750000,71805
2017,10/31/2017,"San Francisco, CA",CA,756667,71805
2017,11/30/2017,"San Francisco, CA",CA,769833,71805
2017,12/31/2017,"San Francisco, CA",CA,773167,71805
2017,1/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,572000,71805
2017,2/28/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,570333,71805
2017,3/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,577333,71805
2017,4/30/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,588000,71805
2017,5/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,601333,71805
2017,6/30/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,609000,71805
2017,7/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,615000,71805
2017,8/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,617667,71805
2017,9/30/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,619333,71805
2017,10/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,616000,71805
2017,11/30/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,616667,71805
2017,12/31/2017,"Los Angeles-Long Beach-Anaheim, CA",CA,616333,71805
2018,1/31/2018,"Fresno, CA",CA,265667,75277
2018,2/28/2018,"Fresno, CA",CA,268083,75277
2018,3/31/2018,"Fresno, CA",CA,266417,75277
2018,4/30/2018,"Fresno, CA",CA,269750,75277
2018,5/31/2018,"Fresno, CA",CA,268333,75277
2018,6/30/2018,"Fresno, CA",CA,271667,75277
2018,7/31/2018,"Fresno, CA",CA,275000,75277
2018,8/31/2018,"Fresno, CA",CA,276000,75277
2018,9/30/2018,"Fresno, CA",CA,273667,75277
2018,10/31/2018,"Fresno, CA",CA,273667,75277
2018,11/30/2018,"Fresno, CA",CA,273333,75277
2018,12/31/2018,"Fresno, CA",CA,275000,75277
2018,1/31/2018,"Ventura, CA",CA,593250,75277
2018,2/28/2018,"Ventura, CA",CA,580917,75277
2018,3/31/2018,"Ventura, CA",CA,578333,75277
2018,4/30/2018,"Ventura, CA",CA,576667,75277
2018,5/31/2018,"Ventura, CA",CA,588000,75277
2018,6/30/2018,"Ventura, CA",CA,603000,75277
2018,7/31/2018,"Ventura, CA",CA,601333,75277
2018,8/31/2018,"Ventura, CA",CA,599917,75277
2018,9/30/2018,"Ventura, CA",CA,598250,75277
2018,10/31/2018,"Ventura, CA",CA,606583,75277
2018,11/30/2018,"Ventura, CA",CA,605333,75277
2018,12/31/2018,"Ventura, CA",CA,598667,75277
2018,1/31/2018,"San Jose, CA",CA,972000,75277
2018,2/28/2018,"San Jose, CA",CA,1003333,75277
2018,3/31/2018,"San Jose, CA",CA,1074833,75277
2018,4/30/2018,"San Jose, CA",CA,1141500,75277
2018,5/31/2018,"San Jose, CA",CA,1174833,75277
2018,6/30/2018,"San Jose, CA",CA,1160000,75277
2018,7/31/2018,"San Jose, CA",CA,1141167,75277
2018,8/31/2018,"San Jose, CA",CA,1119500,75277
2018,9/30/2018,"San Jose, CA",CA,1079500,75277
2018,10/31/2018,"San Jose, CA",CA,1081667,75277
2018,11/30/2018,"San Jose, CA",CA,1053000,75277
2018,12/31/2018,"San Jose, CA",CA,1036333,75277
2018,1/31/2018,"Stockton, CA",CA,370833,75277
2018,2/28/2018,"Stockton, CA",CA,373833,75277
2018,3/31/2018,"Stockton, CA",CA,381333,75277
2018,4/30/2018,"Stockton, CA",CA,386500,75277
2018,5/31/2018,"Stockton, CA",CA,385167,75277
2018,6/30/2018,"Stockton, CA",CA,381333,75277
2018,7/31/2018,"Stockton, CA",CA,379500,75277
2018,8/31/2018,"Stockton, CA",CA,384500,75277
2018,9/30/2018,"Stockton, CA",CA,383333,75277
2018,10/31/2018,"Stockton, CA",CA,384333,75277
2018,11/30/2018,"Stockton, CA",CA,383917,75277
2018,12/31/2018,"Stockton, CA",CA,390583,75277
2018,1/31/2018,"Riverside, CA",CA,352667,75277
2018,2/28/2018,"Riverside, CA",CA,358000,75277
2018,3/31/2018,"Riverside, CA",CA,360667,75277
2018,4/30/2018,"Riverside, CA",CA,364667,75277
2018,5/31/2018,"Riverside, CA",CA,366000,75277
2018,6/30/2018,"Riverside, CA",CA,368333,75277
2018,7/31/2018,"Riverside, CA",CA,370000,75277
2018,8/31/2018,"Riverside, CA",CA,368000,75277
2018,9/30/2018,"Riverside, CA",CA,368000,75277
2018,10/31/2018,"Riverside, CA",CA,366333,75277
2018,11/30/2018,"Riverside, CA",CA,368333,75277
2018,12/31/2018,"Riverside, CA",CA,366667,75277
2018,1/31/2018,"San Diego, CA",CA,550167,75277
2018,2/28/2018,"San Diego, CA",CA,549833,75277
2018,3/31/2018,"San Diego, CA",CA,553667,75277
2018,4/30/2018,"San Diego, CA",CA,567667,75277
2018,5/31/2018,"San Diego, CA",CA,579000,75277
2018,6/30/2018,"San Diego, CA",CA,586000,75277
2018,7/31/2018,"San Diego, CA",CA,589333,75277
2018,8/31/2018,"San Diego, CA",CA,593500,75277
2018,9/30/2018,"San Diego, CA",CA,593500,75277
2018,10/31/2018,"San Diego, CA",CA,588333,75277
2018,11/30/2018,"San Diego, CA",CA,586500,75277
2018,12/31/2018,"San Diego, CA",CA,579833,75277
2018,1/31/2018,"Sacramento, CA",CA,387667,75277
2018,2/28/2018,"Sacramento, CA",CA,388333,75277
2018,3/31/2018,"Sacramento, CA",CA,390833,75277
2018,4/30/2018,"Sacramento, CA",CA,399833,75277
2018,5/31/2018,"Sacramento, CA",CA,405000,75277
2018,6/30/2018,"Sacramento, CA",CA,409833,75277
2018,7/31/2018,"Sacramento, CA",CA,411500,75277
2018,8/31/2018,"Sacramento, CA",CA,409833,75277
2018,9/30/2018,"Sacramento, CA",CA,408333,75277
2018,10/31/2018,"Sacramento, CA",CA,405000,75277
2018,11/30/2018,"Sacramento, CA",CA,405917,75277
2018,12/31/2018,"Sacramento, CA",CA,402583,75277
2018,1/31/2018,"Bakersfield, CA",CA,228417,75277
2018,2/28/2018,"Bakersfield, CA",CA,228250,75277
2018,3/31/2018,"Bakersfield, CA",CA,226833,75277
2018,4/30/2018,"Bakersfield, CA",CA,229167,75277
2018,5/31/2018,"Bakersfield, CA",CA,231000,75277
2018,6/30/2018,"Bakersfield, CA",CA,233333,75277
2018,7/31/2018,"Bakersfield, CA",CA,236667,75277
2018,8/31/2018,"Bakersfield, CA",CA,238333,75277
2018,9/30/2018,"Bakersfield, CA",CA,239333,75277
2018,10/31/2018,"Bakersfield, CA",CA,237667,75277
2018,11/30/2018,"Bakersfield, CA",CA,234417,75277
2018,12/31/2018,"Bakersfield, CA",CA,231750,75277
2018,1/31/2018,"San Francisco, CA",CA,748167,75277
2018,2/28/2018,"San Francisco, CA",CA,740333,75277
2018,3/31/2018,"San Francisco, CA",CA,765333,75277
2018,4/30/2018,"San Francisco, CA",CA,813000,75277
2018,5/31/2018,"San Francisco, CA",CA,843000,75277
2018,6/30/2018,"San Francisco, CA",CA,858000,75277
2018,7/31/2018,"San Francisco, CA",CA,852000,75277
2018,8/31/2018,"San Francisco, CA",CA,833333,75277
2018,9/30/2018,"San Francisco, CA",CA,804167,75277
2018,10/31/2018,"San Francisco, CA",CA,802500,75277
2018,11/30/2018,"San Francisco, CA",CA,802500,75277
2018,12/31/2018,"San Francisco, CA",CA,798000,75277
2018,1/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,613000,75277
2018,2/28/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,616000,75277
2018,3/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,622000,75277
2018,4/30/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,634667,75277
2018,5/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,643333,75277
2018,6/30/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,651000,75277
2018,7/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,655000,75277
2018,8/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,654000,75277
2018,9/30/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,647667,75277
2018,10/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,644333,75277
2018,11/30/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,642332,75277
2018,12/31/2018,"Los Angeles-Long Beach-Anaheim, CA",CA,638665,75277
2019,1/31/2019,"Fresno, CA",CA,273750,80440
2019,2/28/2019,"Fresno, CA",CA,273750,80440
2019,3/31/2019,"Fresno, CA",CA,278750,80440
2019,4/30/2019,"Fresno, CA",CA,280167,80440
2019,5/31/2019,"Fresno, CA",CA,281817,80440
2019,6/30/2019,"Fresno, CA",CA,277817,80440
2019,7/31/2019,"Fresno, CA",CA,279317,80440
2019,8/31/2019,"Fresno, CA",CA,278583,80440
2019,9/30/2019,"Fresno, CA",CA,280917,80440
2019,10/31/2019,"Fresno, CA",CA,280750,80440
2019,11/30/2019,"Fresno, CA",CA,283167,80440
2019,12/31/2019,"Fresno, CA",CA,282883,80440
2019,1/31/2019,"Ventura, CA",CA,584500,80440
2019,2/28/2019,"Ventura, CA",CA,579167,80440
2019,3/31/2019,"Ventura, CA",CA,579167,80440
2019,4/30/2019,"Ventura, CA",CA,590000,80440
2019,5/31/2019,"Ventura, CA",CA,598333,80440
2019,6/30/2019,"Ventura, CA",CA,598000,80440
2019,7/31/2019,"Ventura, CA",CA,596246,80440
2019,8/31/2019,"Ventura, CA",CA,597496,80440
2019,9/30/2019,"Ventura, CA",CA,601162,80440
2019,10/31/2019,"Ventura, CA",CA,602583,80440
2019,11/30/2019,"Ventura, CA",CA,599667,80440
2019,12/31/2019,"Ventura, CA",CA,596333,80440
2019,1/31/2019,"San Jose, CA",CA,997833,80440
2019,2/28/2019,"San Jose, CA",CA,988167,80440
2019,3/31/2019,"San Jose, CA",CA,1018167,80440
2019,4/30/2019,"San Jose, CA",CA,1048333,80440
2019,5/31/2019,"San Jose, CA",CA,1081667,80440
2019,6/30/2019,"San Jose, CA",CA,1098333,80440
2019,7/31/2019,"San Jose, CA",CA,1101667,80440
2019,8/31/2019,"San Jose, CA",CA,1072500,80440
2019,9/30/2019,"San Jose, CA",CA,1032500,80440
2019,10/31/2019,"San Jose, CA",CA,1004167,80440
2019,11/30/2019,"San Jose, CA",CA,1012333,80440
2019,12/31/2019,"San Jose, CA",CA,1007833,80440
2019,1/31/2019,"Stockton, CA",CA,397917,80440
2019,2/28/2019,"Stockton, CA",CA,403333,80440
2019,3/31/2019,"Stockton, CA",CA,404667,80440
2019,4/30/2019,"Stockton, CA",CA,405667,80440
2019,5/31/2019,"Stockton, CA",CA,398333,80440
2019,6/30/2019,"Stockton, CA",CA,397000,80440
2019,7/31/2019,"Stockton, CA",CA,391167,80440
2019,8/31/2019,"Stockton, CA",CA,398500,80440
2019,9/30/2019,"Stockton, CA",CA,398500,80440
2019,10/31/2019,"Stockton, CA",CA,401667,80440
2019,11/30/2019,"Stockton, CA",CA,403333,80440
2019,12/31/2019,"Stockton, CA",CA,410000,80440
2019,1/31/2019,"Riverside, CA",CA,365000,80440
2019,2/28/2019,"Riverside, CA",CA,364333,80440
2019,3/31/2019,"Riverside, CA",CA,366000,80440
2019,4/30/2019,"Riverside, CA",CA,369833,80440
2019,5/31/2019,"Riverside, CA",CA,370500,80440
2019,6/30/2019,"Riverside, CA",CA,371333,80440
2019,7/31/2019,"Riverside, CA",CA,372500,80440
2019,8/31/2019,"Riverside, CA",CA,373750,80440
2019,9/30/2019,"Riverside, CA",CA,374583,80440
2019,10/31/2019,"Riverside, CA",CA,374583,80440
2019,11/30/2019,"Riverside, CA",CA,375000,80440
2019,12/31/2019,"Riverside, CA",CA,377500,80440
2019,1/31/2019,"San Diego, CA",CA,577833,80440
2019,2/28/2019,"San Diego, CA",CA,571167,80440
2019,3/31/2019,"San Diego, CA",CA,574833,80440
2019,4/30/2019,"San Diego, CA",CA,577417,80440
2019,5/31/2019,"San Diego, CA",CA,580750,80440
2019,6/30/2019,"San Diego, CA",CA,587083,80440
