Year,Date,RegionName,StateName,median_housing_price,median_income
2017,1/31/2017,"McAllen, TX",TX,132333,59206
2017,2/28/2017,"McAllen, TX",TX,132070,59206
2017,3/31/2017,"McAllen, TX",TX,134903,59206
2017,4/30/2017,"McAllen, TX",TX,140841,59206
2017,5/31/2017,"McAllen, TX",TX,137938,59206
2017,6/30/2017,"McAllen, TX",TX,136272,59206
2017,7/31/2017,"McAllen, TX",TX,134333,59206
2017,8/31/2017,"McAllen, TX",TX,136233,59206
2017,9/30/2017,"McAllen, TX",TX,140733,59206
2017,10/31/2017,"McAllen, TX",TX,142733,59206
2017,11/30/2017,"McAllen, TX",TX,140800,59206
2017,12/31/2017,"McAllen, TX",TX,140950,59206
2017,1/31/2017,"San Antonio, TX",TX,201000,59206
2017,2/28/2017,"San Antonio, TX",TX,200667,59206
2017,3/31/2017,"San Antonio, TX",TX,199233,59206
2017,4/30/2017,"San Antonio, TX",TX,205067,59206
2017,5/31/2017,"San Antonio, TX",TX,210290,59206
2017,6/30/2017,"San Antonio, TX",TX,216005,59206
2017,7/31/2017,"San Antonio, TX",TX,216838,59206
2017,8/31/2017,"San Antonio, TX",TX,216614,59206
2017,9/30/2017,"San Antonio, TX",TX,214000,59206
2017,10/31/2017,"San Antonio, TX",TX,211733,59206
2017,11/30/2017,"San Antonio, TX",TX,211733,59206
2017,12/31/2017,"San Antonio, TX",TX,216067,59206
2017,1/31/2017,"Dallas-Fort Worth, TX",TX,236250,59206
2017,2/28/2017,"Dallas-Fort Worth, TX",TX,238667,59206
2017,3/31/2017,"Dallas-Fort Worth, TX",TX,242000,59206
2017,4/30/2017,"Dallas-Fort Worth, TX",TX,249333,59206
2017,5/31/2017,"Dallas-Fort Worth, TX",TX,256333,59206
2017,6/30/2017,"Dallas-Fort Worth, TX",TX,261050,59206
2017,7/31/2017,"Dallas-Fort Worth, TX",TX,261717,59206
2017,8/31/2017,"Dallas-Fort Worth, TX",TX,259550,59206
2017,9/30/2017,"Dallas-Fort Worth, TX",TX,254833,59206
2017,10/31/2017,"Dallas-Fort Worth, TX",TX,252832,59206
2017,11/30/2017,"Dallas-Fort Worth, TX",TX,250665,59206
2017,12/31/2017,"Dallas-Fort Worth, TX",TX,253995,59206
2018,1/31/2018,"Austin, TX",TX,296621,60629
2018,2/28/2018,"Austin, TX",TX,299286,60629
2018,3/31/2018,"Austin, TX",TX,297919,60629
2018,4/30/2018,"Austin, TX",TX,304633,60629
2018,5/31/2018,"Austin, TX",TX,310918,60629
2018,6/30/2018,"Austin, TX",TX,318185,60629
2018,7/31/2018,"Austin, TX",TX,318185,60629
2018,8/31/2018,"Austin, TX",TX,319067,60629
2018,9/30/2018,"Austin, TX",TX,312167,60629
2018,10/31/2018,"Austin, TX",TX,308833,60629
2018,11/30/2018,"Austin, TX",TX,301663,60629
2018,12/31/2018,"Austin, TX",TX,303330,60629
2018,1/31/2018,"El Paso, TX",TX,153683,60629
2018,2/28/2018,"El Paso, TX",TX,152183,60629
2018,3/31/2018,"El Paso, TX",TX,151483,60629
2018,4/30/2018,"El Paso, TX",TX,153533,60629
2018,5/31/2018,"El Paso, TX",TX,155025,60629
2018,6/30/2018,"El Paso, TX",TX,155104,60629
2018,7/31/2018,"El Paso, TX",TX,156904,60629
2018,8/31/2018,"El Paso, TX",TX,157396,60629
2018,9/30/2018,"El Paso, TX",TX,157283,60629
2018,10/31/2018,"El Paso, TX",TX,156117,60629
2018,11/30/2018,"El Paso, TX",TX,156708,60629
2018,12/31/2018,"El Paso, TX",TX,158242,60629
2018,1/31/2018,"Houston, TX",TX,223641,60629
2018,2/28/2018,"Houston, TX",TX,223289,60629
2018,3/31/2018,"Houston, TX",TX,224289,60629
2018,4/30/2018,"Houston, TX",TX,231313,60629
2018,5/31/2018,"Houston, TX",TX,237374,60629
2018,6/30/2018,"Houston, TX",TX,241374,60629
2018,7/31/2018,"Houston, TX",TX,242375,60629
2018,8/31/2018,"Houston, TX",TX,241000,60629
2018,9/30/2018,"Houston, TX",TX,237333,60629
2018,10/31/2018,"Houston, TX",TX,233125,60629
2018,11/30/2018,"Houston, TX",TX,231292,60629
2018,12/31/2018,"Houston, TX",TX,234258,60629
2018,1/31/2018,"McAllen, TX",TX,140950,60629
2018,2/28/2018,"McAllen, TX",TX,144067,60629
2018,3/31/2018,"McAllen, TX",TX,141833,60629
2018,4/30/2018,"McAllen, TX",TX,141817,60629
2018,5/31/2018,"McAllen, TX",TX,142817,60629
2018,6/30/2018,"McAllen, TX",TX,143233,60629
2018,7/31/2018,"McAllen, TX",TX,145292,60629
2018,8/31/2018,"McAllen, TX",TX,144375,60629
2018,9/30/2018,"McAllen, TX",TX,144875,60629
2018,10/31/2018,"McAllen, TX",TX,143367,60629
2018,11/30/2018,"McAllen, TX",TX,142833,60629
2018,12/31/2018,"McAllen, TX",TX,141833,60629
2018,1/31/2018,"San Antonio, TX",TX,217936,60629
2018,2/28/2018,"San Antonio, TX",TX,216270,60629
2018,3/31/2018,"San Antonio, TX",TX,214603,60629
2018,4/30/2018,"San Antonio, TX",TX,216667,60629
2018,5/31/2018,"San Antonio, TX",TX,223000,60629
2018,6/30/2018,"San Antonio, TX",TX,227000,60629
2018,7/31/2018,"San Antonio, TX",TX,230300,60629
2018,8/31/2018,"San Antonio, TX",TX,230633,60629
2018,9/30/2018,"San Antonio, TX",TX,226633,60629
2018,10/31/2018,"San Antonio, TX",TX,224333,60629
2018,11/30/2018,"San Antonio, TX",TX,221780,60629
2018,12/31/2018,"San Antonio, TX",TX,223113,60629
2018,1/31/2018,"Dallas-Fort Worth, TX",TX,252663,60629
2018,2/28/2018,"Dallas-Fort Worth, TX",TX,253663,60629
2018,3/31/2018,"Dallas-Fort Worth, TX",TX,255333,60629
2018,4/30/2018,"Dallas-Fort Worth, TX",TX,261667,60629
2018,5/31/2018,"Dallas-Fort Worth, TX",TX,268333,60629
2018,6/30/2018,"Dallas-Fort Worth, TX",TX,273333,60629
2018,7/31/2018,"Dallas-Fort Worth, TX",TX,276000,60629
2018,8/31/2018,"Dallas-Fort Worth, TX",TX,273333,60629
2018,9/30/2018,"Dallas-Fort Worth, TX",TX,266667,60629
2018,10/31/2018,"Dallas-Fort Worth, TX",TX,261500,60629
2018,11/30/2018,"Dallas-Fort Worth, TX",TX,258500,60629
2018,12/31/2018,"Dallas-Fort Worth, TX",TX,260133,60629
2019,1/31/2019,"Austin, TX",TX,300247,64034
2019,2/28/2019,"Austin, TX",TX,298583,64034
2019,3/31/2019,"Austin, TX",TX,300333,64034
2019,4/30/2019,"Austin, TX",TX,308417,64034
2019,5/31/2019,"Austin, TX",TX,321333,64034
2019,6/30/2019,"Austin, TX",TX,327917,64034
2019,7/31/2019,"Austin, TX",TX,329556,64034
2019,8/31/2019,"Austin, TX",TX,326640,64034
2019,9/30/2019,"Austin, TX",TX,322306,64034
2019,10/31/2019,"Austin, TX",TX,322330,64034
2019,11/30/2019,"Austin, TX",TX,318997,64034
2019,12/31/2019,"Austin, TX",TX,321660,64034
2019,1/31/2019,"El Paso, TX",TX,155708,64034
2019,2/28/2019,"El Paso, TX",TX,157967,64034
2019,3/31/2019,"El Paso, TX",TX,157375,64034
2019,4/30/2019,"El Paso, TX",TX,160058,64034
2019,5/31/2019,"El Paso, TX",TX,160058,64034
2019,6/30/2019,"El Paso, TX",TX,161467,64034
2019,7/31/2019,"El Paso, TX",TX,165133,64034
2019,8/31/2019,"El Paso, TX",TX,165300,64034
2019,9/30/2019,"El Paso, TX",TX,166292,64034
2019,10/31/2019,"El Paso, TX",TX,164925,64034
2019,11/30/2019,"El Paso, TX",TX,166258,64034
2019,12/31/2019,"El Paso, TX",TX,167283,64034
2019,1/31/2019,"Houston, TX",TX,232967,64034
2019,2/28/2019,"Houston, TX",TX,232133,64034
2019,3/31/2019,"Houston, TX",TX,232167,64034
2019,4/30/2019,"Houston, TX",TX,238000,64034
2019,5/31/2019,"Houston, TX",TX,243667,64034
2019,6/30/2019,"Houston, TX",TX,247833,64034
2019,7/31/2019,"Houston, TX",TX,249500,64034
2019,8/31/2019,"Houston, TX",TX,249833,64034
2019,9/30/2019,"Houston, TX",TX,246333,64034
2019,10/31/2019,"Houston, TX",TX,243100,64034
2019,11/30/2019,"Houston, TX",TX,242100,64034
2019,12/31/2019,"Houston, TX",TX,244767,64034
2019,1/31/2019,"McAllen, TX",TX,142633,64034
2019,2/28/2019,"McAllen, TX",TX,143500,64034
2019,3/31/2019,"McAllen, TX",TX,148333,64034
2019,4/30/2019,"McAllen, TX",TX,148500,64034
2019,5/31/2019,"McAllen, TX",TX,150833,64034
2019,6/30/2019,"McAllen, TX",TX,152833,64034
2019,7/31/2019,"McAllen, TX",TX,155750,64034
2019,8/31/2019,"McAllen, TX",TX,157417,64034
2019,9/30/2019,"McAllen, TX",TX,154167,64034
2019,10/31/2019,"McAllen, TX",TX,154567,64034
2019,11/30/2019,"McAllen, TX",TX,154567,64034
2019,12/31/2019,"McAllen, TX",TX,157483,64034
2019,1/31/2019,"San Antonio, TX",TX,220447,64034
2019,2/28/2019,"San Antonio, TX",TX,219667,64034
2019,3/31/2019,"San Antonio, TX",TX,220000,64034
2019,4/30/2019,"San Antonio, TX",TX,223300,64034
2019,5/31/2019,"San Antonio, TX",TX,228300,64034
2019,6/30/2019,"San Antonio, TX",TX,232633,64034
2019,7/31/2019,"San Antonio, TX",TX,236000,64034
2019,8/31/2019,"San Antonio, TX",TX,236000,64034
2019,9/30/2019,"San Antonio, TX",TX,233833,64034
2019,10/31/2019,"San Antonio, TX",TX,233167,64034
2019,11/30/2019,"San Antonio, TX",TX,230981,64034
2019,12/31/2019,"San Antonio, TX",TX,232148,64034
2019,1/31/2019,"Dallas-Fort Worth, TX",TX,257630,64034
2019,2/28/2019,"Dallas-Fort Worth, TX",TX,257963,64034
2019,3/31/2019,"Dallas-Fort Worth, TX",TX,258663,64034
2019,4/30/2019,"Dallas-Fort Worth, TX",TX,265300,64034
2019,5/31/2019,"Dallas-Fort Worth, TX",TX,272300,64034
2019,6/30/2019,"Dallas-Fort Worth, TX",TX,277633,64034
2019,7/31/2019,"Dallas-Fort Worth, TX",TX,280300,64034
2019,8/31/2019,"Dallas-Fort Worth, TX",TX,278633,64034
2019,9/30/2019,"Dallas-Fort Worth, TX",TX,274300,64034
2019,10/31/2019,"Dallas-Fort Worth, TX",TX,271667,64034
2019,11/30/2019,"Dallas-Fort Worth, TX",TX,270000,64034
2019,12/31/2019,"Dallas-Fort Worth, TX",TX,271667,64034
2017,1/31/2017,"Ogden, UT",UT,223200,68358
2017,2/28/2017,"Ogden, UT",UT,223700,68358
2017,3/31/2017,"Ogden, UT",UT,224367,68358
2017,4/30/2017,"Ogden, UT",UT,226067,68358
2017,5/31/2017,"Ogden, UT",UT,230900,68358
2017,6/30/2017,"Ogden, UT",UT,238675,68358
2017,7/31/2017,"Ogden, UT",UT,246075,68358
2017,8/31/2017,"Ogden, UT",UT,249375,68358
2017,9/30/2017,"Ogden, UT",UT,247267,68358
2017,10/31/2017,"Ogden, UT",UT,244300,68358
2017,11/30/2017,"Ogden, UT",UT,241000,68358
2017,12/31/2017,"Ogden, UT",UT,243333,68358
2017,1/31/2017,"Provo, UT",UT,258300,68358
2017,2/28/2017,"Provo, UT",UT,261633,68358
2017,3/31/2017,"Provo, UT",UT,262300,68358
2017,4/30/2017,"Provo, UT",UT,266333,68358
2017,5/31/2017,"Provo, UT",UT,269667,68358
2017,6/30/2017,"Provo, UT",UT,272750,68358
2017,7/31/2017,"Provo, UT",UT,275417,68358
2017,8/31/2017,"Provo, UT",UT,275811,68358
2017,9/30/2017,"Provo, UT",UT,277028,68358
2017,10/31/2017,"Provo, UT",UT,277195,68358
2017,11/30/2017,"Provo, UT",UT,279133,68358
2017,12/31/2017,"Provo, UT",UT,279833,68358
2017,1/31/2017,"Salt Lake City, UT",UT,267508,68358
2017,2/28/2017,"Salt Lake City, UT",UT,266502,68358
2017,3/31/2017,"Salt Lake City, UT",UT,270913,68358
2017,4/30/2017,"Salt Lake City, UT",UT,275661,68358
2017,5/31/2017,"Salt Lake City, UT",UT,287500,68358
2017,6/30/2017,"Salt Lake City, UT",UT,293000,68358
2017,7/31/2017,"Salt Lake City, UT",UT,294900,68358
2017,8/31/2017,"Salt Lake City, UT",UT,291733,68358
2017,9/30/2017,"Salt Lake City, UT",UT,287942,68358
2017,10/31/2017,"Salt Lake City, UT",UT,288879,68358
2017,11/30/2017,"Salt Lake City, UT",UT,292846,68358
2017,12/31/2017,"Salt Lake City, UT",UT,295637,68358
2018,1/31/2018,"Ogden, UT",UT,244650,71414
2018,2/28/2018,"Ogden, UT",UT,246650,71414
2018,3/31/2018,"Ogden, UT",UT,248983,71414
2018,4/30/2018,"Ogden, UT",UT,253817,71414
2018,5/31/2018,"Ogden, UT",UT,260150,71414
2018,6/30/2018,"Ogden, UT",UT,266967,71414
2018,7/31/2018,"Ogden, UT",UT,271483,71414
2018,8/31/2018,"Ogden, UT",UT,273150,71414
2018,9/30/2018,"Ogden, UT",UT,270167,71414
2018,10/31/2018,"Ogden, UT",UT,269133,71414
2018,11/30/2018,"Ogden, UT",UT,270800,71414
2018,12/31/2018,"Ogden, UT",UT,271633,71414
2018,1/31/2018,"Provo, UT",UT,279667,71414
2018,2/28/2018,"Provo, UT",UT,285667,71414
2018,3/31/2018,"Provo, UT",UT,288333,71414
2018,4/30/2018,"Provo, UT",UT,293333,71414
2018,5/31/2018,"Provo, UT",UT,295500,71414
2018,6/30/2018,"Provo, UT",UT,301983,71414
2018,7/31/2018,"Provo, UT",UT,307733,71414
2018,8/31/2018,"Provo, UT",UT,307483,71414
2018,9/30/2018,"Provo, UT",UT,307667,71414
2018,10/31/2018,"Provo, UT",UT,305250,71414
2018,11/30/2018,"Provo, UT",UT,305250,71414
2018,12/31/2018,"Provo, UT",UT,306917,71414
2018,1/31/2018,"Salt Lake City, UT",UT,295467,71414
2018,2/28/2018,"Salt Lake City, UT",UT,293732,71414
2018,3/31/2018,"Salt Lake City, UT",UT,300898,71414
2018,4/30/2018,"Salt Lake City, UT",UT,305243,71414
2018,5/31/2018,"Salt Lake City, UT",UT,313678,71414
2018,6/30/2018,"Salt Lake City, UT",UT,317011,71414
2018,7/31/2018,"Salt Lake City, UT",UT,322000,71414
2018,8/31/2018,"Salt Lake City, UT",UT,319983,71414
2018,9/30/2018,"Salt Lake City, UT",UT,316650,71414
2018,10/31/2018,"Salt Lake City, UT",UT,317467,71414
2018,11/30/2018,"Salt Lake City, UT",UT,317817,71414
2018,12/31/2018,"Salt Lake City, UT",UT,314483,71414
2019,1/31/2019,"Ogden, UT",UT,267667,75780
2019,2/28/2019,"Ogden, UT",UT,267833,75780
2019,3/31/2019,"Ogden, UT",UT,267800,75780
2019,4/30/2019,"Ogden, UT",UT,275133,75780
2019,5/31/2019,"Ogden, UT",UT,279950,75780
2019,6/30/2019,"Ogden, UT",UT,289583,75780
2019,7/31/2019,"Ogden, UT",UT,293250,75780
2019,8/31/2019,"Ogden, UT",UT,294933,75780
2019,9/30/2019,"Ogden, UT",UT,291750,75780
2019,10/31/2019,"Ogden, UT",UT,294417,75780
2019,11/30/2019,"Ogden, UT",UT,294000,75780
2019,12/31/2019,"Ogden, UT",UT,296500,75780
2019,1/31/2019,"Provo, UT",UT,306667,75780
2019,2/28/2019,"Provo, UT",UT,308050,75780
2019,3/31/2019,"Provo, UT",UT,307300,75780
2019,4/30/2019,"Provo, UT",UT,311050,75780
2019,5/31/2019,"Provo, UT",UT,316083,75780
2019,6/30/2019,"Provo, UT",UT,322167,75780
2019,7/31/2019,"Provo, UT",UT,325317,75780
2019,8/31/2019,"Provo, UT",UT,326983,75780
2019,9/30/2019,"Provo, UT",UT,328317,75780
2019,10/31/2019,"Provo, UT",UT,331663,75780
2019,11/30/2019,"Provo, UT",UT,332630,75780
2019,12/31/2019,"Provo, UT",UT,334297,75780
2019,1/31/2019,"Salt Lake City, UT",UT,311667,75780
2019,2/28/2019,"Salt Lake City, UT",UT,311667,75780
2019,3/31/2019,"Salt Lake City, UT",UT,316508,75780
2019,4/30/2019,"Salt Lake City, UT",UT,321508,75780
2019,5/31/2019,"Salt Lake City, UT",UT,329842,75780
2019,6/30/2019,"Salt Lake City, UT",UT,338333,75780
2019,7/31/2019,"Salt Lake City, UT",UT,343629,75780
2019,8/31/2019,"Salt Lake City, UT",UT,342795,75780
2019,9/30/2019,"Salt Lake City, UT",UT,341795,75780
2019,10/31/2019,"Salt Lake City, UT",UT,338508,75780
2019,11/30/2019,"Salt Lake City, UT",UT,340508,75780
2019,12/31/2019,"Salt Lake City, UT",UT,340758,75780
2017,1/31/2017,"Richmond, VA",VA,229347,71535
2017,2/28/2017,"Richmond, VA",VA,228497,71535
2017,3/31/2017,"Richmond, VA",VA,228522,71535
2017,4/30/2017,"Richmond, VA",VA,232030,71535
2017,5/31/2017,"Richmond, VA",VA,234530,71535
2017,6/30/2017,"Richmond, VA",VA,241196,71535
2017,7/31/2017,"Richmond, VA",VA,246650,71535
2017,8/31/2017,"Richmond, VA",VA,248333,71535
2017,9/30/2017,"Richmond, VA",VA,244233,71535
2017,10/31/2017,"Richmond, VA",VA,236567,71535
2017,11/30/2017,"Richmond, VA",VA,234883,71535
2017,12/31/2017,"Richmond, VA",VA,238300,71535
2017,1/31/2017,"Virginia Beach, VA",VA,235817,71535
2017,2/28/2017,"Virginia Beach, VA",VA,234040,71535
2017,3/31/2017,"Virginia Beach, VA",VA,232207,71535
2017,4/30/2017,"Virginia Beach, VA",VA,236540,71535
2017,5/31/2017,"Virginia Beach, VA",VA,238997,71535
2017,6/30/2017,"Virginia Beach, VA",VA,246313,71535
2017,7/31/2017,"Virginia Beach, VA",VA,248613,71535
2017,8/31/2017,"Virginia Beach, VA",VA,249617,71535
2017,9/30/2017,"Virginia Beach, VA",VA,243300,71535
2017,10/31/2017,"Virginia Beach, VA",VA,240000,71535
2017,11/30/2017,"Virginia Beach, VA",VA,238167,71535
2017,12/31/2017,"Virginia Beach, VA",VA,238333,71535
2018,1/31/2018,"Richmond, VA",VA,240933,72577
2018,2/28/2018,"Richmond, VA",VA,239617,72577
2018,3/31/2018,"Richmond, VA",VA,237300,72577
2018,4/30/2018,"Richmond, VA",VA,242167,72577
2018,5/31/2018,"Richmond, VA",VA,246833,72577
2018,6/30/2018,"Richmond, VA",VA,253133,72577
2018,7/31/2018,"Richmond, VA",VA,255800,72577
2018,8/31/2018,"Richmond, VA",VA,255800,72577
2018,9/30/2018,"Richmond, VA",VA,249167,72577
2018,10/31/2018,"Richmond, VA",VA,243317,72577
2018,11/30/2018,"Richmond, VA",VA,243300,72577
2018,12/31/2018,"Richmond, VA",VA,245800,72577
2018,1/31/2018,"Virginia Beach, VA",VA,236667,72577
2018,2/28/2018,"Virginia Beach, VA",VA,238500,72577
2018,3/31/2018,"Virginia Beach, VA",VA,240000,72577
2018,4/30/2018,"Virginia Beach, VA",VA,241667,72577
2018,5/31/2018,"Virginia Beach, VA",VA,245484,72577
2018,6/30/2018,"Virginia Beach, VA",VA,249817,72577
2018,7/31/2018,"Virginia Beach, VA",VA,253151,72577
2018,8/31/2018,"Virginia Beach, VA",VA,250000,72577
2018,9/30/2018,"Virginia Beach, VA",VA,246567,72577
2018,10/31/2018,"Virginia Beach, VA",VA,244900,72577
2018,11/30/2018,"Virginia Beach, VA",VA,244483,72577
2018,12/31/2018,"Virginia Beach, VA",VA,242917,72577
2019,1/31/2019,"Richmond, VA",VA,244150,76456
2019,2/28/2019,"Richmond, VA",VA,240823,76456
2019,3/31/2019,"Richmond, VA",VA,242490,76456
2019,4/30/2019,"Richmond, VA",VA,250490,76456
2019,5/31/2019,"Richmond, VA",VA,258053,76456
2019,6/30/2019,"Richmond, VA",VA,263913,76456
2019,7/31/2019,"Richmond, VA",VA,266947,76456
2019,8/31/2019,"Richmond, VA",VA,269394,76456
2019,9/30/2019,"Richmond, VA",VA,266367,76456
2019,10/31/2019,"Richmond, VA",VA,264567,76456
2019,11/30/2019,"Richmond, VA",VA,261234,76456
2019,12/31/2019,"Richmond, VA",VA,263417,76456
2019,1/31/2019,"Virginia Beach, VA",VA,237917,76456
2019,2/28/2019,"Virginia Beach, VA",VA,238333,76456
2019,3/31/2019,"Virginia Beach, VA",VA,237667,76456
2019,4/30/2019,"Virginia Beach, VA",VA,244333,76456
2019,5/31/2019,"Virginia Beach, VA",VA,249333,76456
2019,6/30/2019,"Virginia Beach, VA",VA,256667,76456
2019,7/31/2019,"Virginia Beach, VA",VA,261633,76456
2019,8/31/2019,"Virginia Beach, VA",VA,260800,76456
2019,9/30/2019,"Virginia Beach, VA",VA,258467,76456
2019,10/31/2019,"Virginia Beach, VA",VA,252667,76456
2019,11/30/2019,"Virginia Beach, VA",VA,248500,76456
2019,12/31/2019,"Virginia Beach, VA",VA,246500,76456
2017,1/31/2017,"Seattle, WA",WA,395734,70979
2017,2/28/2017,"Seattle, WA",WA,395447,70979
2017,3/31/2017,"Seattle, WA",WA,397533,70979
2017,4/30/2017,"Seattle, WA",WA,415236,70979
2017,5/31/2017,"Seattle, WA",WA,428656,70979
2017,6/30/2017,"Seattle, WA",WA,441660,70979
2017,7/31/2017,"Seattle, WA",WA,444387,70979
2017,8/31/2017,"Seattle, WA",WA,445290,70979
2017,9/30/2017,"Seattle, WA",WA,443590,70979
2017,10/31/2017,"Seattle, WA",WA,442891,70979
2017,11/30/2017,"Seattle, WA",WA,443568,70979
2017,12/31/2017,"Seattle, WA",WA,447886,70979
2018,1/31/2018,"Seattle, WA",WA,445285,74073
2018,2/28/2018,"Seattle, WA",WA,451861,74073
2018,3/31/2018,"Seattle, WA",WA,457576,74073
2018,4/30/2018,"Seattle, WA",WA,479816,74073
2018,5/31/2018,"Seattle, WA",WA,489740,74073
2018,6/30/2018,"Seattle, WA",WA,495073,74073
2018,7/31/2018,"Seattle, WA",WA,489817,74073
2018,8/31/2018,"Seattle, WA",WA,481650,74073
2018,9/30/2018,"Seattle, WA",WA,472983,74073
2018,10/31/2018,"Seattle, WA",WA,465000,74073
2018,11/30/2018,"Seattle, WA",WA,463667,74073
2018,12/31/2018,"Seattle, WA",WA,463667,74073
2019,1/31/2019,"Seattle, WA",WA,459833,78687
2019,2/28/2019,"Seattle, WA",WA,464167,78687
2019,3/31/2019,"Seattle, WA",WA,474489,78687
2019,4/30/2019,"Seattle, WA",WA,489312,78687
2019,5/31/2019,"Seattle, WA",WA,501129,78687
2019,6/30/2019,"Seattle, WA",WA,504123,78687
2019,7/31/2019,"Seattle, WA",WA,503133,78687
2019,8/31/2019,"Seattle, WA",WA,494983,78687
2019,9/30/2019,"Seattle, WA",WA,486667,78687
2019,10/31/2019,"Seattle, WA",WA,485700,78687
2019,11/30/2019,"Seattle, WA",WA,483446,78687
2019,12/31/2019,"Seattle, WA",WA,490113,78687
2017,1/31/2017,"Madison, WI",WI,228333,59305
2017,2/28/2017,"Madison, WI",WI,228700,59305
2017,3/31/2017,"Madison, WI",WI,232033,59305
2017,4/30/2017,"Madison, WI",WI,240867,59305
2017,5/31/2017,"Madison, WI",WI,243500,59305
2017,6/30/2017,"Madison, WI",WI,250167,59305
2017,7/31/2017,"Madison, WI",WI,251000,59305
2017,8/31/2017,"Madison, WI",WI,257500,59305
2017,9/30/2017,"Madison, WI",WI,253167,59305
2017,10/31/2017,"Madison, WI",WI,252650,59305
2017,11/30/2017,"Madison, WI",WI,247717,59305
2017,12/31/2017,"Madison, WI",WI,244118,59305
2017,1/31/2017,"Milwaukee, WI",WI,172650,59305
2017,2/28/2017,"Milwaukee, WI",WI,167583,59305
2017,3/31/2017,"Milwaukee, WI",WI,170917,59305
2017,4/30/2017,"Milwaukee, WI",WI,176500,59305
2017,5/31/2017,"Milwaukee, WI",WI,185183,59305
2017,6/30/2017,"Milwaukee, WI",WI,194183,59305
2017,7/31/2017,"Milwaukee, WI",WI,198183,59305
2017,8/31/2017,"Milwaukee, WI",WI,202000,59305
2017,9/30/2017,"Milwaukee, WI",WI,195867,59305
2017,10/31/2017,"Milwaukee, WI",WI,193450,59305
2017,11/30/2017,"Milwaukee, WI",WI,190783,59305
2017,12/31/2017,"Milwaukee, WI",WI,188475,59305
2018,1/31/2018,"Madison, WI",WI,245135,60773
2018,2/28/2018,"Madison, WI",WI,244068,60773
2018,3/31/2018,"Madison, WI",WI,252000,60773
2018,4/30/2018,"Madison, WI",WI,251833,60773
2018,5/31/2018,"Madison, WI",WI,257833,60773
2018,6/30/2018,"Madison, WI",WI,262833,60773
2018,7/31/2018,"Madison, WI",WI,270278,60773
2018,8/31/2018,"Madison, WI",WI,270694,60773
2018,9/30/2018,"Madison, WI",WI,264028,60773
2018,10/31/2018,"Madison, WI",WI,259583,60773
2018,11/30/2018,"Madison, WI",WI,256967,60773
2018,12/31/2018,"Madison, WI",WI,258633,60773
2018,1/31/2018,"Milwaukee, WI",WI,182525,60773
2018,2/28/2018,"Milwaukee, WI",WI,176858,60773
2018,3/31/2018,"Milwaukee, WI",WI,176117,60773
2018,4/30/2018,"Milwaukee, WI",WI,184817,60773
2018,5/31/2018,"Milwaukee, WI",WI,191567,60773
2018,6/30/2018,"Milwaukee, WI",WI,203417,60773
2018,7/31/2018,"Milwaukee, WI",WI,209750,60773
2018,8/31/2018,"Milwaukee, WI",WI,213667,60773
2018,9/30/2018,"Milwaukee, WI",WI,208667,60773
2018,10/31/2018,"Milwaukee, WI",WI,201333,60773
2018,11/30/2018,"Milwaukee, WI",WI,198000,60773
2018,12/31/2018,"Milwaukee, WI",WI,193667,60773
2019,1/31/2019,"Madison, WI",WI,261092,64168
2019,2/28/2019,"Madison, WI",WI,259292,64168
2019,3/31/2019,"Madison, WI",WI,259275,64168
2019,4/30/2019,"Madison, WI",WI,260117,64168
2019,5/31/2019,"Madison, WI",WI,268950,64168
2019,6/30/2019,"Madison, WI",WI,278217,64168
2019,7/31/2019,"Madison, WI",WI,279933,64168
2019,8/31/2019,"Madison, WI",WI,279600,64168
2019,9/30/2019,"Madison, WI",WI,272017,64168
2019,10/31/2019,"Madison, WI",WI,268833,64168
2019,11/30/2019,"Madison, WI",WI,269167,64168
2019,12/31/2019,"Madison, WI",WI,269167,64168
2019,1/31/2019,"Milwaukee, WI",WI,189667,64168
2019,2/28/2019,"Milwaukee, WI",WI,184167,64168
2019,3/31/2019,"Milwaukee, WI",WI,191800,64168
2019,4/30/2019,"Milwaukee, WI",WI,200133,64168
2019,5/31/2019,"Milwaukee, WI",WI,208467,64168
2019,6/30/2019,"Milwaukee, WI",WI,209333,64168
2019,7/31/2019,"Milwaukee, WI",WI,207667,64168
2019,8/31/2019,"Milwaukee, WI",WI,209167,64168
2019,9/30/2019,"Milwaukee, WI",WI,208300,64168
2019,10/31/2019,"Milwaukee, WI",WI,204300,64168
2019,11/30/2019,"Milwaukee, WI",WI,200300,64168
2019,12/31/2019,"Milwaukee, WI",WI,194000,64168
