RegionID,SizeRank,RegionName,RegionType,StateName,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
394458,24,"Charlotte, NC",Msa,NC,173633,174800,176133,180500,181833,179500,176167,172360,172027,165943,162583,158567,160300,161300,163983,165833,166800,163800,160633,157333,156667,155041,152574,151241,154200,159333,164333,167667,170667,170333,167333,165667,163000,160667,156833,155500,155667,158075,162075,167152,168327,163327,160083,157000,160333,157167,157500,156500,161333,166000,171667,174000,175000,171500,169167,166833,168667,167000,166000,166733,171900,178400,185000,190000,191857,186857,184023,183333,186650,184317,180317,179667,184000,191333,196540,200540,197873,194333,189333,188667,189000,185667,185167,187167,194500,199667,205333,208000,208417,201583,196233,198317,199483,198167,193000,194667,202167,209167,216000,220167,223000,219500,217833,217833,219000,217583,212500,214667,221417,228000,234667,237667,238300,233200,229867,230567,235667,234167,234335,232002,238502,242667,249167,249833,251500,245667,244408,244408,248742,246000,244317,244650,251483,258167,263500,266667,263667,260333,256667,256067,258067,256733,257833,260167,267500,268000,269667,274000,284333,287667,289333,289275,287525,285858
395045,25,"Sacramento, CA",Msa,CA,324833,316583,308583,300583,295667,287500,287000,281000,277083,262583,251250,246667,246000,249333,247667,250000,248333,246667,243333,238333,235000,230000,226667,227000,228333,230500,233083,236750,234583,232333,229000,233667,233000,228000,222917,219583,222583,220667,222333,221000,223333,221667,216083,207750,202750,199333,200000,199333,205833,209167,214500,218667,222500,224583,226250,230417,235333,237000,238333,244333,254333,266000,276333,284000,286333,286667,286333,287000,285667,281667,285015,289682,298015,305000,310000,314167,312500,312000,311167,308667,310500,307167,314667,313333,322000,323667,328917,328583,327583,326667,327917,330583,332917,331667,330333,333667,341667,350667,356000,358167,359167,358833,360817,360150,360150,356083,354917,358250,365167,375667,382333,388667,388667,388667,390667,392500,393333,387667,388333,390833,399833,405000,409833,411500,409833,408333,405000,405917,402583,399083,398167,401500,411667,418333,425000,427405,427405,424072,420000,419917,421583,423250,425000,429000,435333,437667,442000,450667,461667,470000,474667,474500,471833,478667
395055,26,"San Antonio, TX",Msa,TX,149666,152132,155905,156967,157029,152029,148929,145567,144800,144864,144864,146631,147667,150400,152567,156883,156150,153578,147798,144965,144533,144277,144782,143894,144281,145275,149000,154333,159865,159831,157163,154215,154915,153150,151565,148892,149075,150243,152250,156150,155983,156283,154360,153327,153487,149728,149895,149434,154300,159167,164383,167850,166850,163267,160633,161633,161667,159000,157333,157419,162085,166252,172800,177467,178967,175333,171500,169833,170833,170500,169833,170170,173670,178403,182400,184960,184227,184227,182000,182402,181736,182036,182633,184942,187608,190942,195133,198309,198809,195276,191800,187967,188333,189300,190967,192967,196333,202024,205691,209024,208833,207800,205467,203633,203667,201000,200667,199233,205067,210290,216005,216838,216614,214000,211733,211733,216067,217936,216270,214603,216667,223000,227000,230300,230633,226633,224333,221780,223113,220447,219667,220000,223300,228300,232633,236000,236000,233833,233167,230981,232148,229481,230650,230650,235317,239000,243333,248667,252667,255217,256216,256550,258000,256467
394943,27,"Orlando, FL",Msa,FL,222667,219667,218333,218333,217333,214000,208217,203217,198217,195000,191667,185000,175667,165983,163983,164983,165000,163000,160000,157333,153000,147667,141333,137333,136833,140500,143167,146000,144333,139000,136393,132060,131226,124500,122102,122936,126602,130667,131667,133333,132667,130760,128910,129577,131150,131333,129667,130000,129200,132867,136867,143333,145167,146500,145833,147967,149967,149967,151667,153000,159667,163000,168333,173333,177651,179718,179718,180733,182000,182000,181283,182933,186267,189150,190150,193483,196233,196917,194583,195333,198833,200500,197967,197433,197100,200300,201350,204332,206332,206615,207933,210933,213300,215000,211667,211333,211333,215167,219167,222497,224630,223630,223267,224800,227133,228121,227954,230288,233000,234667,237600,238933,240333,240067,240400,241667,241973,245202,245402,245762,245833,248967,251633,253333,254830,255493,255493,255663,256667,256667,255207,252865,251198,253325,257333,261867,264533,264533,263667,263000,265480,266813,269146,268667,272333,274767,277100,278767,281333,282333,281667,282600,284433,286433
394466,28,"Cincinnati, OH",Msa,OH,144895,146983,149650,150667,152333,150667,148000,144333,142083,138417,138428,139011,141844,142333,143667,142833,142000,139600,138933,137600,136961,135600,135933,135916,136638,136971,139361,144000,149333,149667,148333,143867,143533,141867,139500,136050,136050,139867,147333,152333,154683,149000,143667,140833,140800,138467,133033,130733,133400,139333,145000,148333,150667,148000,144667,140667,141065,140715,140682,141283,144800,150833,155833,160333,159833,157333,153000,149583,148417,142417,137942,135608,138525,144250,149617,155367,157033,154333,151000,149000,149000,147250,145000,145000,146717,152633,155967,160667,159000,157333,153000,150667,150667,148633,147933,146267,151467,156225,162892,166692,166633,163300,160000,159967,159933,159267,156590,156590,158923,163300,168348,171682,174982,172967,170553,169253,169920,169000,167000,168833,172667,177667,180225,181928,182595,179003,175800,175100,175300,174050,171750,173083,177000,182667,188150,191483,190483,187667,184333,183667,184167,182167,181167,183667,192333,195000,199000,202333,210650,210650,210217,209567,208900,206833
394475,29,"Cleveland, OH",Msa,OH,130333,131000,133000,133500,134500,133500,132000,128667,128000,125000,124000,121333,124167,124500,126667,124833,124667,123150,123017,121183,118367,118000,118898,121665,121131,122900,126467,129800,132883,131217,131250,128662,127829,126129,123342,119342,118375,120667,127333,129967,132150,130483,129183,126983,123650,119067,115717,112383,117012,119712,128045,131333,136167,133167,130833,126650,126250,121583,120350,120383,123717,128300,134533,139533,139533,137667,132667,128667,122650,118150,112650,113750,117917,124083,129000,132667,135667,132000,129667,127333,128333,123233,118400,116717,120650,127483,132500,138333,140000,138333,135967,132133,130467,125500,124333,121000,124333,128833,138500,142500,142333,139000,135083,134417,132083,129521,128188,127488,131633,137467,144167,149150,148317,146650,144167,144133,142467,138300,134250,133583,137917,142500,147367,149333,150500,149600,146633,143967,140667,141667,139833,141500,142500,149750,156917,162583,163133,159300,155800,152467,150567,149700,149733,152333,157367,162367,166633,169633,172967,174667,175000,172333,171333,167967
394735,30,"Kansas City, MO",Msa,MO,151667,156667,160208,161708,160208,154833,151333,146333,143608,137908,134408,136133,141500,148150,151150,155650,156667,153333,149208,146476,146109,142984,137217,138250,142333,150333,155917,158250,157750,152833,147417,144583,141917,138650,133617,132683,133367,136733,142667,148317,148483,142983,141000,140808,138642,133308,130000,131000,136667,145317,153317,157150,157500,156167,153333,150333,150021,145488,141321,138967,144833,155333,164667,171000,170333,165333,162650,161983,161983,159333,154167,150833,153833,162167,171667,176967,177583,173417,168533,166417,167083,164333,161333,160333,166667,175333,183633,185633,183967,178167,175167,172667,173083,170417,168417,167500,174167,183667,193333,197167,196669,192503,190336,186333,185833,182167,183500,184500,190000,197833,207000,211833,210833,205333,200333,198333,198333,201000,201000,204333,208333,215333,220333,222000,219667,213333,210673,209673,209656,208483,206483,210333,216817,226817,233650,235000,233308,228308,222975,219667,220333,221667,221667,226667,232500,240500,243833,250500,254767,257958,256458,254525,248667,246000
394775,31,"Las Vegas, NV",Msa,NV,263059,261058,258747,256247,250474,245392,240040,233815,229095,220218,213551,204938,199067,194900,188271,183201,175889,172518,167855,165029,160195,155829,151800,149967,150000,149441,149788,148087,146980,146633,145000,145495,143829,142329,140167,136817,136650,135317,135000,136667,136643,137071,135738,135261,134491,131825,130893,129902,132235,134333,137308,138641,140974,144000,146000,149333,151874,156874,158540,162333,167000,172000,175917,178397,183397,187147,189967,191300,191967,192833,193167,194167,193333,193333,194967,197967,201300,204000,206000,208831,210331,210331,209167,207667,209667,211333,216333,219333,222633,223300,224133,226500,226167,225333,223000,221667,223333,224000,224333,222658,221325,222658,223500,225833,227500,234000,240000,245000,247333,248000,251333,255000,258333,261667,263000,264667,268000,269000,272333,273667,279667,284000,287035,287035,287368,291300,294633,297967,298131,299798,300131,300119,299453,298419,298297,298963,301663,304333,304333,304000,302003,299503,299837,299167,300482,298815,302149,306667,310667,312667,315500,318833,320833,321333
394492,32,"Columbus, OH",Msa,OH,151500,155000,155967,154300,153300,151317,149633,145633,145650,148500,151133,151100,148267,146600,146267,147600,148300,147333,145233,145567,145233,149467,153467,153800,152167,150500,154167,158167,161317,158983,154783,151633,155583,155283,153617,149000,151733,151733,155367,156267,157183,152217,147917,147000,148333,147417,142250,139417,141833,146833,151083,154583,157183,155600,149933,146067,146867,147200,145267,144467,145100,149767,155600,163217,166150,163567,158533,155633,154550,152517,148600,147233,149017,154767,159800,163167,163333,161650,159983,158650,160000,157133,156800,155633,157467,164133,169500,174267,174267,172733,170667,169033,167367,167033,165333,165333,167333,171167,173833,176833,177667,178000,175667,175300,174967,175133,172500,172533,175033,182667,189150,193117,191450,188100,187467,187300,191833,193167,195700,194333,195000,197417,205083,208083,207333,201633,199900,198233,199900,198117,199750,199783,206283,212950,219617,219967,215000,206667,202333,200667,200333,199667,201333,208667,216000,222667,224000,230833,234500,236167,232000,230000,229333,228667
394705,33,"Indianapolis, IN",Msa,IN,121196,124951,127701,130774,130702,126869,124667,119950,118783,110416,104651,102748,107781,117930,122333,127000,127000,127000,124633,121800,120800,115500,112667,113650,120650,128317,130733,130899,129566,128467,128283,127302,127669,122019,119633,115933,121583,123583,127283,129633,131233,129900,126900,124967,123017,120017,115383,116967,121950,130283,135983,137333,137333,130608,127958,125458,128183,125000,120333,118650,121983,129150,135433,141233,142900,139633,137600,134267,136833,131733,131964,128564,132683,135752,141918,147267,150633,149200,145900,143567,142667,139667,135667,136650,141983,150983,156667,160300,159300,156300,150458,147791,145791,143667,142000,142667,148417,155250,159583,163133,161967,161217,159167,158500,157583,154167,153500,155113,160280,165947,170167,173333,172633,169967,169133,168833,169333,166000,165150,167150,173483,179667,186333,188333,186633,181600,178267,178300,178833,177167,175133,175467,182100,188800,195467,199167,201833,197667,195917,192000,193750,189000,188917,193833,203333,211667,215000,219667,223667,226333,225667,224667,221000,217500
395059,34,"San Jose, CA",Msa,CA,697500,694167,691000,678333,651667,621833,591667,558500,528333,501667,493167,478833,486667,506667,535333,552500,549167,538333,530000,524333,524333,509000,496333,501333,519150,543983,548983,559833,554083,549083,542417,536000,531667,504417,490083,492083,511000,527000,540000,545332,543332,523665,505000,496000,485000,469000,457333,469000,504500,536500,561500,577000,585667,577333,567333,567500,570833,569333,570167,586833,629167,664167,689167,690000,685000,678000,675333,675333,667333,653333,655000,676667,711667,732000,743667,740500,739500,729667,731167,727083,722917,703583,703333,725667,762667,796000,814333,831667,833333,821333,805000,794667,793083,777750,776750,788667,833667,865333,875750,871167,850833,845417,840000,842667,836333,824300,824967,854633,894333,928667,942000,946333,942000,945333,955000,973667,980333,972000,1003333,1074833,1141500,1174833,1160000,1141167,1119500,1079500,1081667,1053000,1036333,997833,988167,1018167,1048333,1081667,1098333,1101667,1072500,1032500,1004167,1012333,1007833,987833,1002167,1044833,1107333,1127333,1129167,1123500,1126833,1130167,1151583,1148250,1146583,1148333
394355,35,"Austin, TX",Msa,TX,188667,193167,195500,196833,197333,194583,191250,188998,187080,185413,184332,183333,186667,188333,194167,195167,193167,188667,186000,182667,185167,181833,184304,181437,186404,187583,192433,200834,204300,203483,197015,190233,190233,186500,189833,185333,188833,191167,197333,196500,196148,193132,193632,189983,189481,184148,185443,188795,198428,205467,211243,212943,212776,208083,204050,201050,203658,204858,207325,210117,217450,224783,228467,229633,226167,222833,219667,219833,221500,219333,222567,225867,234733,239833,245533,247694,249361,245357,243080,241247,244000,244642,244808,247058,255679,264512,269845,271500,269333,264000,260000,260000,265323,264990,266323,267667,276300,282800,289050,289083,288250,281517,280513,281136,286620,284356,284067,284837,293506,299506,305402,305000,301201,294201,290534,290002,294668,296621,299286,297919,304633,310918,318185,318185,319067,312167,308833,301663,303330,300247,298583,300333,308417,321333,327917,329556,326640,322306,322330,318997,321660,316663,319997,323333,329997,332497,335830,344667,352167,357167,362500,367467,372467,372600
395194,36,"Virginia Beach, VA",Msa,VA,223548,225548,229050,232705,236038,230738,225866,222533,222588,220722,217205,217150,221150,226333,230583,232333,232333,229750,225000,220500,219233,220900,223733,223667,222000,222000,227333,234000,238167,237500,232500,230250,229067,229067,225483,219333,217667,217667,222833,224500,226167,223333,215083,211717,211649,210899,207933,204667,211333,216250,222651,225901,228151,226750,225833,223333,222667,220409,217742,215076,215667,219667,228000,233833,237500,230833,225000,220000,218375,213375,209342,210633,217300,222667,229500,232167,233670,228837,224082,222912,222912,221667,219000,217667,221000,226167,230833,238167,240633,239383,232017,226575,227158,226858,226417,224750,230083,235317,241750,242750,243933,239833,238800,237617,239117,235817,234040,232207,236540,238997,246313,248613,249617,243300,240000,238167,238333,236667,238500,240000,241667,245484,249817,253151,250000,246567,244900,244483,242917,237917,238333,237667,244333,249333,256667,261633,260800,258467,252667,248500,246500,245667,245667,248333,251667,259967,263900,272233,273267,276833,274167,274833,272300,268283
394902,37,"Nashville, TN",Msa,TN,166115,170333,174785,176685,174751,171433,168200,165867,164233,163108,163347,162514,161639,162224,164724,166433,164927,159927,156635,155417,157750,157650,155992,155222,155239,159515,163952,170618,174083,172926,169593,164259,162750,162167,159417,156750,156283,159545,163878,169595,174083,170747,163747,159330,163427,163730,163730,159636,161667,166667,173700,180367,180700,177000,173633,173300,176383,173083,171343,167560,172560,177633,186633,191700,192367,188581,185181,184514,185000,182667,181200,180083,182588,186688,194472,199929,202296,197296,194000,194000,196667,197000,195500,196133,199048,205548,211915,217000,217000,216177,214177,214177,216967,218300,217522,216122,219456,227469,233902,240569,240833,239483,238653,238110,240911,240074,241417,243300,246633,252600,258333,262692,263842,261442,259875,261125,264458,264967,264967,264933,269967,274633,280000,284967,286933,281567,277467,274833,280450,279583,279583,279000,282583,290217,296883,301600,301633,298300,295265,294931,296598,294667,290333,291667,298333,303000,305000,310667,318817,321397,322730,321247,322000,317633
395005,38,"Providence, RI",Msa,RI,253333,253000,255333,255333,252300,244967,241633,234167,230333,222000,216333,214000,214333,216667,220500,223500,227333,224917,221883,217217,213633,213333,213483,213483,214150,214000,219000,224583,229917,229917,226667,222000,220333,218333,216000,211417,204333,206000,212250,220000,218333,215583,208917,204917,197167,195417,192717,193217,193300,198000,205983,213550,217217,210800,206567,204900,207667,203667,200000,197333,199667,206667,218333,226667,229667,224667,220833,216167,212833,213333,209333,209333,208333,214000,222333,228333,231333,227667,229000,227667,225667,222667,217633,218300,214967,223333,231667,241667,245666,242633,239299,233633,232133,232117,230450,231650,233333,240000,246667,254417,257750,256083,250000,250267,246933,245267,239667,238667,243667,249000,261000,266917,271250,270250,266087,265420,262087,258633,254933,255683,260717,266417,274167,280000,281000,277500,273900,272233,270067,266167,262800,264967,270967,282667,290667,298000,298833,297500,293333,292500,289167,290000,283333,289967,295633,306633,308333,313833,322800,329467,331633,328488,326822,325155
394862,39,"Milwaukee, WI",Msa,WI,179333,184333,188300,191800,195133,192667,188000,183000,180467,179733,178400,175267,176417,175533,180700,181450,184333,181250,176617,172617,171367,172667,172667,174000,171000,172217,172883,181717,188583,190383,186717,181967,176333,172833,171500,167633,163967,161250,167583,173583,176283,174217,170050,164400,162167,158667,153167,150800,154133,161133,168150,171483,178650,179333,176000,163633,154300,149967,149317,150650,155483,163467,173567,181400,185600,180667,175500,169667,167167,163167,160833,162833,163667,169667,174500,184000,188000,187167,183333,181500,181000,175000,167500,165833,172817,183750,192250,193900,197633,191300,191333,181567,181533,175867,172633,172667,177500,184150,190817,189950,191617,188250,187617,183533,176900,172650,167583,170917,176500,185183,194183,198183,202000,195867,193450,190783,188475,182525,176858,176117,184817,191567,203417,209750,213667,208667,201333,198000,193667,189667,184167,191800,200133,208467,209333,207667,209167,208300,204300,200300,194000,192333,188667,193367,202100,210517,214650,216583,223833,226067,224400,218150,215083,210083
394714,40,"Jacksonville, FL",Msa,FL,190000,192333,194633,197800,197133,193833,189915,185581,182331,179083,179750,179000,175933,173600,175933,178833,179310,172810,169876,165900,164067,163167,162333,165000,166500,166500,166733,162383,164383,163150,162667,162667,159333,157667,150000,151667,151617,157283,157283,160333,159665,157998,155998,152667,153667,149150,147483,143150,147667,152833,162167,164833,166300,159767,159838,159838,161371,164300,161923,164257,168590,176715,185015,187682,190967,189333,187333,185000,186765,186765,188432,192000,195333,200997,203730,207397,205067,200833,198600,198267,201933,198167,200167,199000,203000,204667,209000,211333,208997,202980,202313,204633,208400,206733,203083,201333,201299,206631,211631,217665,218333,214000,212000,211333,214667,210950,209451,208785,215094,221559,226493,231568,228768,227167,223167,224667,228000,228667,231667,232000,236167,238000,243300,246467,247633,243667,241967,243685,247018,243051,241900,241267,246267,247700,249333,254333,257000,256000,252667,249358,249658,247992,248633,250000,253750,256757,259157,264741,268063,269997,269663,271667,272967,270633
394849,41,"Memphis, TN",Msa,TN,141650,146567,148483,152000,152750,150720,144554,142267,141546,141846,139117,138950,139817,144850,147517,151683,150000,150000,145000,143667,140917,137583,135067,135559,138150,141084,141675,142383,145792,147458,147492,146333,142967,137550,132883,131900,135450,133783,135467,136000,139300,139717,138350,136717,134997,134330,129997,130633,135567,139900,142900,146417,148083,145317,136900,131983,129417,129417,130550,131217,134550,141667,149000,156667,158667,157333,152000,151667,149000,147333,140667,141167,142500,148833,154667,160333,160333,157666,151666,148666,144667,143000,144667,145000,150333,153333,161667,161667,162667,158667,157833,156833,154167,149667,145000,145500,149083,155750,165250,170495,171453,164120,161292,161167,161800,157433,152350,151383,157250,162833,170500,176000,176967,173633,168550,167583,165917,166333,158333,158567,160233,173567,181300,186967,183633,179667,175667,174000,171667,166667,168000,169667,176333,181667,191667,198333,197167,190467,183800,182633,183783,182117,181783,183000,192967,200633,207967,211333,214667,216667,217833,217833,216167,208750
394935,42,"Oklahoma City, OK",Msa,OK,119333,122667,126667,127000,128250,125750,125417,122500,121500,121333,123000,125283,123783,125350,126567,130567,129167,127833,125167,125000,124000,122633,121967,123217,124917,126250,129000,130667,131000,130333,128678,130678,129678,131333,128833,128333,126667,130000,133500,136833,135333,132333,131333,130000,130833,130500,131000,131250,131917,135583,137833,140000,140833,141483,142483,142150,141000,138500,137833,138667,140333,141333,144000,148500,150833,149500,145833,143583,144250,142750,143500,144500,148500,151667,155000,158333,158217,156800,155800,155917,156917,154583,153917,151667,152333,154667,160333,164633,164967,162242,159775,157108,155833,156333,156333,156667,157167,160167,162667,165833,166500,165000,163333,162650,163817,162650,162583,162083,163417,165111,167945,169445,170167,169167,165833,164000,163667,163667,164167,164333,168083,170583,171250,172500,172000,173667,173667,173333,172333,172667,176000,179667,183250,184917,190250,189667,190776,186776,185942,185547,185547,184714,184833,186833,191742,194242,197791,201199,206866,207650,207667,205500,204417,201900
394807,43,"Louisville-Jefferson County, KY",Msa,KY,136500,139167,142167,143500,144833,142500,141333,135667,134401,132318,131626,130058,132792,135150,139117,140133,141800,139833,137333,133967,133300,132967,134333,136633,137717,140963,142313,146563,148783,148467,143800,143633,142792,144092,141792,141633,141333,141750,143742,147408,147658,145333,142679,140513,139163,137650,136483,138917,140983,144400,145317,145750,144450,143117,143950,144500,145167,140667,136667,134250,135917,141583,148667,154500,155167,152133,147467,145800,141833,140333,137317,137650,139975,143992,149492,153500,155833,154333,151667,148300,147133,144967,145967,146800,150967,157000,163483,166817,164883,158733,155400,152317,153583,152583,151217,150950,152117,158167,163500,171317,172983,172300,167483,166817,164133,162600,159267,159300,162333,168000,175667,181000,180900,177667,174333,174433,175000,173467,171800,170100,172967,177967,184633,189967,189633,184633,180300,178933,181300,180600,180633,179633,180167,185333,193967,201800,203267,198967,194967,190000,190833,187500,189133,189283,193872,197238,202922,211833,218500,219500,216333,214667,211333,208333
394669,44,"Hartford, CT",Msa,CT,235550,239800,241500,242000,246000,241000,238333,231667,228333,220000,215917,214250,216917,217667,225333,230817,232483,226450,220633,219633,222083,223000,221500,219750,216500,218833,223167,231500,236633,235300,233633,231333,231000,227667,220667,213967,213300,214592,221042,223375,226417,223333,218333,211667,204667,199667,199333,199633,201950,205617,215317,224667,229333,221333,217667,211333,213000,207667,199867,192867,196867,206350,219683,225433,229417,224750,219917,211667,206667,204917,207333,205500,202500,204333,213167,223000,225000,222167,212833,210000,208083,204417,195750,196100,201433,209267,216667,220000,223233,218817,213817,208017,207433,207433,209250,204250,205917,210667,224667,231333,234000,228333,223333,217333,213000,211333,208000,208667,211000,218667,227300,233408,235892,229258,223483,215667,214333,211333,213967,216967,222217,224917,231000,236883,242700,234950,227483,216667,216667,212667,209333,208333,214000,224000,231917,237583,239250,234000,227917,226150,226117,225700,220800,223167,230667,239000,243333,246667,253333,256500,257833,256133,256300,254133
395022,45,"Richmond, VA",Msa,VA,216650,223317,226114,228369,230036,223738,219667,215000,218333,215167,211409,203242,201576,205000,208495,210911,209170,204826,202376,199117,203300,205950,203661,198584,195968,199923,203333,209667,214667,212908,208242,203242,203597,201922,193588,191658,190000,195000,197158,201808,206808,202650,196333,188917,192583,186750,182500,177167,186000,192667,202750,209923,211557,202807,194300,196000,200161,199827,194827,193092,196725,202725,210967,214333,217667,215333,214983,209650,210317,205667,203000,201333,204667,210908,217275,218942,222483,217783,217283,213167,216900,212400,208733,204530,207863,216197,220650,226650,227483,223167,221000,219283,222950,220783,218080,216795,219462,224715,231333,236667,237500,232167,229167,230000,231642,229347,228497,228522,232030,234530,241196,246650,248333,244233,236567,234883,238300,240933,239617,237300,242167,246833,253133,255800,255800,249167,243317,243300,245800,244150,240823,242490,250490,258053,263913,266947,269394,266367,264567,261234,263417,259184,255833,253983,260650,269417,273750,277183,278557,282723,284957,284983,285817,281150
394910,46,"New Orleans, LA",Msa,LA,166233,167900,168083,173000,173583,174500,169917,166000,164167,159133,159133,157633,160492,162158,164658,171833,171833,171167,164467,162467,159633,158000,157333,159000,160633,162300,162333,165275,167942,166242,166333,164667,167333,164333,162900,158567,157867,158883,164050,166083,164833,161333,158333,158000,157667,155967,152967,151633,155000,158333,162333,163483,165150,163483,161333,158150,159117,162608,160775,157475,156650,164667,172667,177233,175867,172500,169267,167633,168667,167192,165525,165575,165717,170550,171467,174800,171933,169967,166150,169017,170650,169433,164767,164633,168750,175583,178500,182050,180050,175967,172633,172167,175500,172867,172667,171800,175133,180783,183497,187180,183863,181850,177317,179275,177775,180625,178000,180500,179167,185500,191300,198967,198133,193833,190500,188817,193983,194650,193833,189333,187833,192167,199150,206317,206317,202917,197870,198537,198620,197583,195917,194417,195833,199783,207950,214617,216667,211667,210000,210000,213333,213333,210000,208333,211650,216317,222950,226300,229967,229333,229333,232167,232833,231167
394425,47,"Buffalo, NY",Msa,NY,112237,117770,119333,120667,120300,116967,116300,114333,111000,106617,103950,107283,110662,115662,118828,122333,122417,119917,116067,115650,116103,119787,119120,116000,115333,116333,121633,124967,127633,130500,130500,128900,124400,124400,121667,119167,115950,118117,123617,127500,130333,130667,126667,122667,119833,117692,116258,116425,116900,121500,125833,130833,131633,129933,127933,127967,126333,125750,121833,121000,121250,125000,129450,134450,138283,138000,134667,129667,126333,124500,122500,122317,122483,125817,128333,132083,137083,138083,136667,130333,127833,125583,124167,122333,126325,127559,133525,135386,141569,140269,137333,132667,130500,131500,131500,131458,130125,130958,136587,142253,147587,146833,145500,141317,139200,136183,133317,132300,133567,139783,146750,152167,155500,156333,153500,149833,146167,145667,143500,142567,142367,146200,149800,158333,163333,166000,161333,158319,153986,151452,149283,149283,151817,156667,165000,171333,175350,173683,171667,166983,165183,162533,160200,159667,162833,171167,173500,179967,184967,191633,191633,188300,186633,183000
395012,48,"Raleigh, NC",Msa,NC,197667,201167,205833,212067,211900,204900,204667,201333,203500,199167,198333,197500,193167,190667,185917,189333,190000,187417,186167,185167,188667,191833,186833,186167,186167,192833,200667,201667,203000,201000,200500,204500,203167,201583,195733,192400,190817,193667,199500,204000,202667,196500,193667,195750,199417,194083,189019,187352,196019,203000,207333,206817,204483,200150,198967,204300,207633,206333,197000,197000,198333,207000,208667,213667,214500,212167,213917,211083,217917,214667,215833,213000,215000,218833,221833,225000,225000,223333,222667,222667,221667,218333,216316,220983,224181,230032,235698,239500,240083,235583,235917,236500,237000,232667,229583,229583,234917,240667,247333,249333,250000,248333,250000,250000,251917,252583,251583,253000,257333,265000,269333,270167,268500,264833,264333,266000,270333,269667,270833,270833,276500,279167,282500,283667,283167,281667,279417,281083,281883,283967,284300,286667,290333,292967,294967,295467,294833,292833,291883,292050,293717,291000,292333,294000,301150,302317,302317,303333,308333,312667,315000,315997,316663,315163
394388,49,"Birmingham, AL",Msa,AL,151717,156717,159683,162633,159300,155476,150059,150026,150883,144267,140783,139783,144817,150333,154783,161117,163117,160750,157750,154417,155667,154000,152000,148333,150250,154974,160114,159864,159807,157333,158667,158633,158967,155133,150317,148983,150283,156767,161933,163133,161833,157000,157633,153967,155633,153300,154967,154933,160467,166567,176267,182433,181667,176667,172380,173713,175713,177667,176500,182983,186950,198090,201607,208307,206667,198900,193900,191233,194000,190667,189620,184620,186620,188667,195300,196000,196833,193533,189167,183500,182167,182333,181500,182167,185333,194333,196600,197106,189772,182472,175967,172633,172000,169667,167667,169667,177733,185367,191700,191967,188667,183333,178833,178833,176867,177033,173033,173317,178317,188317,194667,193900,190233,187317,185583,184333,184217,181683,180567,182233,187487,196853,203553,206667,201633,197633,195300,195500,195400,193092,191925,192692,200254,209421,215054,213522,211022,205355,205267,203600,205519,201886,203203,210484,221151,226167,225333,224667,224667,228000,228000,230000,225575,223142
