"Label","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Median income (dollars)!!Estimate","Alabama!!Median income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Median income (dollars)!!Estimate","Alaska!!Median income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Median income (dollars)!!Estimate","Arizona!!Median income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Median income (dollars)!!Estimate","Arkansas!!Median income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Median income (dollars)!!Estimate","California!!Median income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Median income (dollars)!!Estimate","Colorado!!Median income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Median income (dollars)!!Estimate","Connecticut!!Median income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Median income (dollars)!!Estimate","Delaware!!Median income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Median income (dollars)!!Estimate","Florida!!Median income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Median income (dollars)!!Estimate","Georgia!!Median income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Median income (dollars)!!Estimate","Hawaii!!Median income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Median income (dollars)!!Estimate","Idaho!!Median income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Median income (dollars)!!Estimate","Illinois!!Median income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Median income (dollars)!!Estimate","Indiana!!Median income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Median income (dollars)!!Estimate","Iowa!!Median income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Median income (dollars)!!Estimate","Kansas!!Median income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Median income (dollars)!!Estimate","Kentucky!!Median income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Median income (dollars)!!Estimate","Louisiana!!Median income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Median income (dollars)!!Estimate","Maine!!Median income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Median income (dollars)!!Estimate","Maryland!!Median income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Median income (dollars)!!Estimate","Massachusetts!!Median income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Median income (dollars)!!Estimate","Michigan!!Median income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Median income (dollars)!!Estimate","Minnesota!!Median income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Median income (dollars)!!Estimate","Mississippi!!Median income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Median income (dollars)!!Estimate","Missouri!!Median income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Median income (dollars)!!Estimate","Montana!!Median income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Median income (dollars)!!Estimate","Nebraska!!Median income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Median income (dollars)!!Estimate","Nevada!!Median income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Median income (dollars)!!Estimate","New Hampshire!!Median income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Median income (dollars)!!Estimate","New Jersey!!Median income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Median income (dollars)!!Estimate","New Mexico!!Median income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Median income (dollars)!!Estimate","New York!!Median income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Median income (dollars)!!Estimate","North Carolina!!Median income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Median income (dollars)!!Estimate","North Dakota!!Median income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Median income (dollars)!!Estimate","Ohio!!Median income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Median income (dollars)!!Estimate","Oklahoma!!Median income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Median income (dollars)!!Estimate","Oregon!!Median income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Median income (dollars)!!Estimate","Pennsylvania!!Median income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Median income (dollars)!!Estimate","Rhode Island!!Median income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Median income (dollars)!!Estimate","South Carolina!!Median income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Median income (dollars)!!Estimate","South Dakota!!Median income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Median income (dollars)!!Estimate","Tennessee!!Median income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Median income (dollars)!!Estimate","Texas!!Median income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Median income (dollars)!!Estimate","Utah!!Median income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Median income (dollars)!!Estimate","Vermont!!Median income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Median income (dollars)!!Estimate","Virginia!!Median income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Median income (dollars)!!Estimate","Washington!!Median income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Median income (dollars)!!Estimate","West Virginia!!Median income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Median income (dollars)!!Estimate","Wisconsin!!Median income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Median income (dollars)!!Estimate","Wyoming!!Median income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Median income (dollars)!!Estimate","Puerto Rico!!Median income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Households","1,897,576","±10,370","1,897,576","±10,370","51,734","±600","252,199","±3,658","252,199","±3,658","75,463","±2,694","2,670,441","±12,014","2,670,441","±12,014","62,055","±446","1,163,647","±8,530","1,163,647","±8,530","48,952","±863","13,157,873","±23,844","13,157,873","±23,844","80,440","±313","2,235,103","±10,026","2,235,103","±10,026","77,127","±791","1,377,166","±6,712","1,377,166","±6,712","78,833","±1,358","376,239","±3,536","376,239","±3,536","70,176","±1,623","7,905,832","±23,042","7,905,832","±23,042","59,227","±443","3,852,714","±14,425","3,852,714","±14,425","61,980","±437","465,299","±5,012","465,299","±5,012","83,102","±2,138","655,859","±5,316","655,859","±5,316","60,999","±1,070","4,866,006","±12,627","4,866,006","±12,627","69,187","±585","2,597,765","±12,716","2,597,765","±12,716","57,603","±680","1,287,221","±6,606","1,287,221","±6,606","61,691","±750","1,138,329","±6,595","1,138,329","±6,595","62,087","±692","1,748,732","±8,789","1,748,732","±8,789","52,295","±625","1,741,076","±11,011","1,741,076","±11,011","51,073","±586","573,618","±4,999","573,618","±4,999","58,924","±1,758","2,226,767","±9,709","2,226,767","±9,709","86,738","±934","2,650,680","±9,065","2,650,680","±9,065","85,843","±991","3,969,880","±12,901","3,969,880","±12,901","59,584","±572","2,222,568","±7,740","2,222,568","±7,740","74,593","±826","1,100,229","±9,887","1,100,229","±9,887","45,792","±1,184","2,458,337","±10,406","2,458,337","±10,406","57,409","±642","437,651","±4,637","437,651","±4,637","57,153","±1,205","771,444","±4,475","771,444","±4,475","63,229","±936","1,143,557","±8,281","1,143,557","±8,281","63,276","±1,021","541,396","±5,389","541,396","±5,389","77,933","±1,994","3,286,264","±9,466","3,286,264","±9,466","85,751","±760","793,420","±7,074","793,420","±7,074","51,945","±969","7,446,812","±13,820","7,446,812","±13,820","72,108","±452","4,046,348","±15,467","4,046,348","±15,467","57,341","±611","323,519","±3,879","323,519","±3,879","64,577","±3,011","4,730,340","±12,955","4,730,340","±12,955","58,642","±563","1,495,151","±7,032","1,495,151","±7,032","54,449","±599","1,649,352","±8,550","1,649,352","±8,550","67,058","±873","5,119,249","±11,502","5,119,249","±11,502","63,463","±429","407,174","±4,739","407,174","±4,739","71,169","±1,559","1,975,915","±11,292","1,975,915","±11,292","56,227","±835","353,799","±3,905","353,799","±3,905","59,533","±1,949","2,654,737","±12,964","2,654,737","±12,964","56,071","±658","9,985,126","±25,440","9,985,126","±25,440","64,034","±500","1,023,855","±5,773","1,023,855","±5,773","75,780","±1,093","262,767","±3,459","262,767","±3,459","63,001","±1,755","3,191,847","±12,998","3,191,847","±12,998","76,456","±842","2,932,477","±11,062","2,932,477","±11,062","78,687","±923","728,175","±7,273","728,175","±7,273","48,850","±1,131","2,386,623","±7,340","2,386,623","±7,340","64,168","±600","233,128","±3,322","233,128","±3,322","65,003","±2,118","1,170,982","±9,101","1,170,982","±9,101","20,474","±382"
"        One race--","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            White","1,313,260","±9,221","69.2%","±0.4","59,727","±1,015","181,577","±3,181","72.0%","±0.9","82,171","±2,420","2,209,304","±11,208","82.7%","±0.3","63,828","±808","917,369","±8,296","78.8%","±0.4","52,488","±986","8,511,516","±26,434","64.7%","±0.2","82,706","±608","1,936,423","±10,687","86.6%","±0.3","80,121","±901","1,086,561","±6,513","78.9%","±0.4","85,849","±1,200","268,621","±3,717","71.4%","±0.8","75,469","±2,680","6,249,566","±24,395","79.1%","±0.2","62,132","±384","2,334,044","±11,505","60.6%","±0.3","70,832","±592","143,638","±4,046","30.9%","±0.8","84,757","±4,588","601,777","±5,469","91.8%","±0.5","61,761","±1,168","3,653,049","±13,820","75.1%","±0.2","74,728","±706","2,214,098","±11,597","85.2%","±0.3","61,054","±558","1,183,556","±6,794","91.9%","±0.3","63,379","±1,087","983,437","±6,724","86.4%","±0.4","65,008","±1,161","1,542,739","±9,361","88.2%","±0.3","54,089","±858","1,131,123","±9,827","65.0%","±0.4","61,456","±751","550,749","±4,866","96.0%","±0.2","59,327","±1,683","1,307,320","±10,153","58.7%","±0.3","96,724","±1,150","2,151,196","±11,828","81.2%","±0.4","90,758","±866","3,200,941","±11,834","80.6%","±0.2","63,326","±537","1,938,294","±8,103","87.2%","±0.3","77,311","±767","661,386","±7,994","60.1%","±0.6","57,191","±1,608","2,056,827","±9,807","83.7%","±0.3","60,756","±516","399,840","±4,681","91.4%","±0.5","58,934","±1,580","692,795","±4,441","89.8%","±0.4","65,462","±918","802,676","±7,587","70.2%","±0.5","67,415","±1,219","513,058","±5,132","94.8%","±0.4","77,519","±1,944","2,326,275","±11,958","70.8%","±0.3","91,764","±770","623,360","±7,074","78.6%","±0.7","54,315","±1,555","5,047,437","±15,895","67.8%","±0.2","80,589","±459","2,876,249","±16,853","71.1%","±0.3","63,887","±776","285,974","±3,715","88.4%","±0.8","68,431","±2,587","3,911,062","±12,425","82.7%","±0.2","62,550","±522","1,138,248","±6,779","76.1%","±0.3","58,300","±729","1,438,988","±9,507","87.2%","±0.3","67,845","±1,056","4,248,236","±12,157","83.0%","±0.2","67,702","±507","341,001","±5,182","83.7%","±0.7","74,544","±2,017","1,376,377","±7,952","69.7%","±0.4","65,506","±924","314,891","±3,822","89.0%","±0.6","62,128","±1,603","2,103,345","±10,834","79.2%","±0.3","60,249","±700","7,463,125","±26,177","74.7%","±0.2","67,904","±614","922,357","±6,413","90.1%","±0.4","77,772","±1,225","249,803","±3,198","95.1%","±0.5","63,425","±1,821","2,260,421","±11,656","70.8%","±0.3","82,107","±866","2,321,258","±12,338","79.2%","±0.3","79,556","±972","688,278","±6,835","94.5%","±0.3","49,295","±1,186","2,115,012","±7,076","88.6%","±0.2","67,006","±548","218,235","±3,472","93.6%","±0.7","66,807","±2,543","749,422","±8,959","64.0%","±0.6","21,933","±489"
"            Black or African American","510,174","±8,083","26.9%","±0.4","35,774","±944","N","N","N","N","69,292","±6,786","116,524","±4,199","4.4%","±0.2","51,643","±2,713","179,766","±4,326","15.4%","±0.4","33,625","±1,711","821,937","±10,026","6.2%","±0.1","55,140","±1,549","83,305","±4,068","3.7%","±0.2","53,392","±5,676","143,949","±5,192","10.5%","±0.4","48,927","±4,089","81,357","±2,545","21.6%","±0.6","51,074","±3,412","1,097,744","±13,885","13.9%","±0.2","44,039","±1,124","1,214,712","±13,752","31.5%","±0.3","47,096","±1,177","11,341","±1,220","2.4%","±0.3","70,048","±9,289","N","N","N","N","53,553","±18,735","682,980","±7,887","14.0%","±0.2","39,815","±1,256","249,980","±6,077","9.6%","±0.2","36,323","±1,332","46,577","±2,861","3.6%","±0.2","35,548","±4,375","65,857","±3,000","5.8%","±0.3","40,818","±2,875","146,561","±4,904","8.4%","±0.3","39,690","±2,546","534,700","±7,724","30.7%","±0.4","32,700","±1,529","5,586","±1,160","1.0%","±0.2","45,260","±10,136","669,649","±6,834","30.1%","±0.3","68,377","±1,819","180,753","±5,752","6.8%","±0.2","59,035","±2,520","531,147","±7,688","13.4%","±0.2","36,833","±755","115,654","±4,413","5.2%","±0.2","41,570","±2,000","409,707","±7,918","37.2%","±0.6","31,067","±825","281,048","±6,019","11.4%","±0.2","39,102","±1,855","N","N","N","N","41,530","±7,203","32,588","±2,164","4.2%","±0.3","39,137","±4,607","112,854","±3,809","9.9%","±0.3","43,976","±3,474","6,442","±1,045","1.2%","±0.2","80,814","±27,859","446,487","±7,279","13.6%","±0.2","56,301","±1,604","17,026","±1,825","2.1%","±0.2","45,764","±14,765","1,119,704","±9,076","15.0%","±0.1","51,146","±836","866,530","±9,594","21.4%","±0.2","41,177","±625","N","N","N","N","34,101","±5,250","596,355","±7,419","12.6%","±0.2","34,955","±1,251","109,836","±3,422","7.3%","±0.2","36,234","±1,948","29,221","±2,170","1.8%","±0.1","47,181","±4,777","532,237","±7,738","10.4%","±0.2","39,680","±1,372","25,024","±2,575","6.1%","±0.6","46,398","±4,878","510,279","±8,740","25.8%","±0.4","37,327","±1,395","N","N","N","N","52,246","±3,962","440,715","±7,074","16.6%","±0.2","40,768","±1,185","1,311,151","±15,890","13.1%","±0.1","47,428","±1,001","10,094","±1,197","1.0%","±0.1","38,021","±5,289","N","N","N","N","37,355","±8,312","606,617","±9,367","19.0%","±0.3","53,896","±1,584","109,277","±4,796","3.7%","±0.2","56,250","±2,282","24,949","±2,138","3.4%","±0.3","32,029","±8,722","135,537","±3,511","5.7%","±0.1","35,178","±1,915","N","N","N","N","22,322","±19,029","149,370","±4,697","12.8%","±0.4","19,085","±929"
"            American Indian and Alaska Native","9,676","±1,787","0.5%","±0.1","40,438","±11,707","32,800","±1,825","13.0%","±0.7","48,497","±5,029","93,727","±3,763","3.5%","±0.1","41,040","±1,796","6,333","±1,311","0.5%","±0.1","41,263","±9,549","105,218","±4,977","0.8%","±0.1","57,620","±2,804","21,362","±2,603","1.0%","±0.1","49,286","±10,415","N","N","N","N","39,339","±29,893","N","N","N","N","39,248","±35,626","21,642","±2,951","0.3%","±0.1","48,051","±6,658","15,509","±2,596","0.4%","±0.1","35,588","±10,886","N","N","N","N","83,239","±48,580","8,530","±1,356","1.3%","±0.2","37,910","±10,129","9,648","±1,564","0.2%","±0.1","57,688","±10,772","7,029","±1,394","0.3%","±0.1","53,077","±15,714","N","N","N","N","26,255","±13,984","8,625","±1,408","0.8%","±0.1","43,397","±12,357","3,630","±959","0.2%","±0.1","31,234","±10,727","10,610","±1,707","0.6%","±0.1","42,736","±14,537","4,110","±830","0.7%","±0.1","31,859","±8,851","8,492","±1,509","0.4%","±0.1","57,692","±39,697","N","N","N","N","27,885","±10,198","22,426","±1,938","0.6%","±0.1","44,722","±6,664","20,081","±1,635","0.9%","±0.1","40,051","±6,208","4,146","±1,074","0.4%","±0.1","27,964","±12,188","10,721","±1,883","0.4%","±0.1","31,186","±6,792","21,234","±1,778","4.9%","±0.4","32,100","±7,171","5,372","±882","0.7%","±0.1","50,588","±17,592","14,321","±1,656","1.3%","±0.1","58,939","±7,965","N","N","N","N","N","N","6,413","±1,362","0.2%","±0.1","72,816","±20,497","56,534","±2,610","7.1%","±0.3","39,019","±4,329","27,872","±2,779","0.4%","±0.1","44,104","±12,633","45,484","±2,285","1.1%","±0.1","39,887","±2,947","12,128","±1,435","3.7%","±0.4","36,156","±2,582","9,426","±1,731","0.2%","±0.1","38,510","±13,968","103,708","±3,450","6.9%","±0.2","47,878","±2,683","17,026","±2,549","1.0%","±0.2","52,652","±12,416","10,253","±1,593","0.2%","±0.1","38,565","±11,210","N","N","N","N","N","N","7,355","±1,323","0.4%","±0.1","37,041","±10,821","19,240","±1,662","5.4%","±0.5","29,515","±4,584","9,434","±1,840","0.4%","±0.1","42,444","±12,550","57,149","±4,723","0.6%","±0.1","57,175","±5,745","9,502","±1,545","0.9%","±0.2","50,787","±5,728","N","N","N","N","65,060","±59,457","8,039","±1,196","0.3%","±0.1","70,849","±17,138","36,833","±3,122","1.3%","±0.1","51,307","±5,015","N","N","N","N","N","N","20,254","±1,558","0.8%","±0.1","42,138","±5,138","3,685","±962","1.6%","±0.4","54,280","±8,974","N","N","N","N","30,188","±20,551"
"            Asian","20,701","±1,589","1.1%","±0.1","60,822","±12,297","10,872","±1,237","4.3%","±0.5","80,274","±13,957","81,055","±3,391","3.0%","±0.1","85,768","±5,435","16,030","±1,788","1.4%","±0.2","83,584","±11,799","1,890,708","±12,589","14.4%","±0.1","104,138","±1,645","64,680","±3,090","2.9%","±0.1","83,388","±6,967","53,167","±2,582","3.9%","±0.2","105,110","±6,433","13,265","±1,190","3.5%","±0.3","98,858","±19,673","187,450","±5,371","2.4%","±0.1","76,412","±2,185","141,542","±3,986","3.7%","±0.1","82,158","±5,631","183,507","±4,453","39.4%","±0.9","90,310","±2,447","9,050","±1,418","1.4%","±0.2","55,681","±8,694","238,863","±5,270","4.9%","±0.1","95,665","±3,415","51,465","±2,343","2.0%","±0.1","64,046","±7,283","27,413","±2,231","2.1%","±0.2","58,431","±11,468","28,191","±1,692","2.5%","±0.1","71,527","±4,924","23,121","±2,089","1.3%","±0.1","62,314","±9,113","23,465","±2,002","1.3%","±0.1","62,867","±9,470","N","N","N","N","83,670","±13,999","124,796","±3,255","5.6%","±0.1","108,105","±3,433","153,853","±3,676","5.8%","±0.1","104,420","±5,823","106,732","±2,944","2.7%","±0.1","90,409","±4,263","78,716","±2,531","3.5%","±0.1","86,270","±3,332","8,857","±1,307","0.8%","±0.1","51,277","±12,625","46,507","±2,297","1.9%","±0.1","75,505","±7,221","N","N","N","N","48,209","±8,759","14,781","±1,370","1.9%","±0.2","52,444","±8,025","84,808","±3,262","7.4%","±0.3","70,060","±2,881","11,318","±1,397","2.1%","±0.3","110,531","±21,113","283,589","±4,415","8.6%","±0.1","126,278","±3,256","12,080","±1,572","1.5%","±0.2","56,697","±5,576","555,823","±7,922","7.5%","±0.1","81,383","±1,793","97,351","±3,690","2.4%","±0.1","91,170","±5,553","N","N","N","N","37,393","±21,240","93,748","±3,121","2.0%","±0.1","85,309","±5,900","27,405","±1,693","1.8%","±0.1","54,552","±8,862","64,399","±2,555","3.9%","±0.2","82,016","±3,739","148,919","±4,346","2.9%","±0.1","80,840","±3,498","11,843","±1,407","2.9%","±0.3","95,356","±15,106","27,436","±2,247","1.4%","±0.1","76,738","±13,173","N","N","N","N","50,813","±28,029","38,651","±2,496","1.5%","±0.1","85,209","±9,307","465,546","±6,807","4.7%","±0.1","91,706","±2,214","23,615","±1,841","2.3%","±0.2","76,492","±9,359","N","N","N","N","69,175","±26,209","178,781","±3,929","5.6%","±0.1","109,876","±5,955","241,030","±4,985","8.2%","±0.2","109,146","±4,170","4,634","±943","0.6%","±0.1","72,301","±43,096","49,574","±2,711","2.1%","±0.1","75,845","±6,234","N","N","N","N","48,368","±9,051","N","N","N","N","N","N"
